cost_x	cost_y	X0	Y0	Rel_dens
0.001	0.01	0.5	0.6	5.21755080829454e9
0.001	0.01	0.5	0.7	4.1222451699036636e9
0.001	0.01	0.5	0.8	2.9472583932817087e9
0.001	0.01	0.5	0.9	1.7364338535275655e9
0.001	0.01	0.5	1.0	8.252768841186428e8
0.001	0.01	0.6	0.0	6.327654839543309e9
0.001	0.01	0.6	0.1	6.942925010639506e9
0.001	0.01	0.6	0.2	7.26355798059186e9
0.001	0.01	0.6	0.3	7.323666069172265e9
0.001	0.01	0.6	0.4	7.133249837955828e9
0.001	0.01	0.6	0.5	6.699199543512637e9
0.001	0.01	0.6	0.6	6.040671243369558e9
0.001	0.01	0.6	0.7	5.197994655555516e9
0.001	0.01	0.6	0.8	4.232030785181055e9
0.001	0.01	0.6	0.9	3.225096447918417e9
0.001	0.01	0.6	1.0	2.265373447118265e9
0.001	0.01	0.7	0.0	6.298467247658847e9
0.001	0.01	0.7	0.1	6.825228474122615e9
0.001	0.01	0.7	0.2	7.126908207012281e9
0.001	0.01	0.7	0.3	7.223981280790039e9
0.001	0.01	0.7	0.4	7.121921520333859e9
0.001	0.01	0.7	0.5	6.822950353187038e9
0.001	0.01	0.7	0.6	6.33163746636592e9
0.001	0.01	0.7	0.7	5.6642246110211315e9
0.001	0.01	0.7	0.8	4.850039855343231e9
0.001	0.01	0.7	0.9	3.9361704485396967e9
0.001	0.01	0.7	1.0	2.9764846233184404e9
0.001	0.01	0.8	0.0	6.08508346324999e9
0.001	0.01	0.8	0.1	6.553699156801532e9
0.001	0.01	0.8	0.2	6.837913392404897e9
0.001	0.01	0.8	0.3	6.950752978755138e9
0.001	0.01	0.8	0.4	6.897827327904727e9
0.001	0.01	0.8	0.5	6.679157505782953e9
0.001	0.01	0.8	0.6	6.296345724179527e9
0.001	0.01	0.8	0.7	5.754539762514549e9
0.001	0.01	0.8	0.8	5.066438035347125e9
0.001	0.01	0.8	0.9	4.255572675659563e9
0.001	0.01	0.8	1.0	3.354888891900755e9
0.001	0.01	0.9	0.0	5.743992723676586e9
0.001	0.01	0.9	0.1	6.167364751668901e9
0.001	0.01	0.9	0.2	6.432779100526482e9
0.001	0.01	0.9	0.3	6.550288376325179e9
0.001	0.01	0.9	0.4	6.524137982351027e9
0.001	0.01	0.9	0.5	6.35453705767068e9
0.001	0.01	0.9	0.6	6.043070215222076e9
0.001	0.01	0.9	0.7	5.588363410976135e9
0.001	0.01	0.9	0.8	4.997093152272615e9
0.001	0.01	0.9	0.9	4.280640997160715e9
0.001	0.01	0.9	1.0	3.4556656836653423e9
0.001	0.01	1.0	0.0	5.30153529353249e9
0.001	0.01	1.0	0.1	5.687116601511047e9
0.001	0.01	1.0	0.2	5.934161429536125e9
0.001	0.01	1.0	0.3	6.0495400975419e9
0.001	0.01	1.0	0.4	6.036901494612278e9
0.001	0.01	1.0	0.5	5.896622154114738e9
0.001	0.01	1.0	0.6	5.630276627466147e9
0.001	0.01	1.0	0.7	5.236763585420472e9
0.001	0.01	1.0	0.8	4.717833913203371e9
0.001	0.01	1.0	0.9	4.077367798250472e9
0.001	0.01	1.0	1.0	3.326099129193804e9
0.001	0.05	0.0	0.0	-1.0e6
0.001	0.05	0.0	0.1	-3.559004054130089e7
0.001	0.05	0.0	0.2	-1.3826808234550083e8
0.001	0.05	0.0	0.3	-3.075160451083275e8
0.001	0.05	0.0	0.4	-5.419496113985876e8
0.001	0.05	0.0	0.5	-8.40454049982156e8
0.001	0.05	0.0	0.6	-1.201969237781051e9
0.001	0.05	0.0	0.7	-1.6253636858667421e9
0.001	0.05	0.0	0.8	-2.110618230536112e9
0.001	0.05	0.0	0.9	-2.656090411586037e9
0.001	0.05	0.0	1.0	-3.262663501663956e9
0.001	0.05	0.1	0.0	4.4357977079749525e8
0.001	0.05	0.1	0.1	4.431989825839486e8
0.001	0.05	0.1	0.2	1.3914063622249392e8
0.001	0.05	0.1	0.3	7.158033161647075e7
0.001	0.05	0.1	0.4	5.449156306911969e7
0.001	0.05	0.1	0.5	4.90443342224468e7
0.001	0.05	0.1	0.6	4.8196656515086174e7
0.001	0.05	0.1	0.7	5.004130033118296e7
0.001	0.05	0.1	0.8	5.3273686036723614e7
0.001	0.05	0.1	0.9	5.791354996483421e7
0.001	0.05	0.1	1.0	6.305136933872366e7
0.001	0.05	0.2	0.0	7.682725128607451e9
0.001	0.05	0.2	0.1	7.12116338445211e9
0.001	0.05	0.2	0.2	5.899507871914894e9
0.001	0.05	0.2	0.3	3.876263837729456e9
0.001	0.05	0.2	0.4	9.205849354555256e8
0.001	0.05	0.2	0.5	4.3476720565974844e8
0.001	0.05	0.2	0.6	2.913352766338053e8
0.001	0.05	0.2	0.7	2.2758938162603784e8
0.001	0.05	0.2	0.8	1.9451273189976978e8
0.001	0.05	0.2	0.9	1.7684954204064465e8
0.001	0.05	0.2	1.0	1.6634190918897486e8
0.001	0.05	0.3	0.0	9.252556018469725e9
0.001	0.05	0.3	0.1	8.917859973713982e9
0.001	0.05	0.3	0.2	8.301331459442167e9
0.001	0.05	0.3	0.3	7.393986910831527e9
0.001	0.05	0.3	0.4	6.224610583286629e9
0.001	0.05	0.3	0.5	4.841591604755508e9
0.001	0.05	0.3	0.6	3.167798332008685e9
0.001	0.05	0.3	0.7	1.4667427440886817e9
0.001	0.05	0.3	0.8	9.402569382254052e8
0.001	0.05	0.3	0.9	7.007067006892262e8
0.001	0.05	0.3	1.0	5.671936634084334e8
0.001	0.05	0.4	0.0	9.849656490139246e9
0.001	0.05	0.4	0.1	9.636223141833773e9
0.001	0.05	0.4	0.2	9.243459777912727e9
0.001	0.05	0.4	0.3	8.660521012990747e9
0.001	0.05	0.4	0.4	7.891052629305931e9
0.001	0.05	0.4	0.5	6.961369673221283e9
0.001	0.05	0.4	0.6	5.921685657926428e9
0.001	0.05	0.4	0.7	4.8406811429322605e9
0.001	0.05	0.4	0.8	3.7965585632382817e9
0.001	0.05	0.4	0.9	2.8704343519978237e9
0.001	0.05	0.4	1.0	2.1261114117932124e9
0.001	0.05	0.5	0.0	1.0055973347555838e10
0.001	0.05	0.5	0.1	9.910907578350458e9
0.001	0.05	0.5	0.2	9.630285659619432e9
0.001	0.05	0.5	0.3	9.206878017552944e9
0.001	0.05	0.5	0.4	8.637509353614222e9
0.001	0.05	0.5	0.5	7.928514698364838e9
0.001	0.05	0.5	0.6	7.098905086038084e9
0.001	0.05	0.5	0.7	6.181951686607237e9
0.001	0.05	0.5	0.8	5.220909866155879e9
0.001	0.05	0.5	0.9	4.2659404743589597e9
0.001	0.05	0.5	1.0	3.3608108999506965e9
0.001	0.05	0.6	0.0	1.0037203781934057e10
0.001	0.05	0.6	0.1	9.933648191402641e9
0.001	0.05	0.6	0.2	9.717436867102764e9
0.001	0.05	0.6	0.3	9.383469901665567e9
0.001	0.05	0.6	0.4	8.929143926598164e9
0.001	0.05	0.6	0.5	8.354439806441572e9
0.001	0.05	0.6	0.6	7.66537299775152e9
0.001	0.05	0.6	0.7	6.876221256767231e9
0.001	0.05	0.6	0.8	6.007535040050013e9
0.001	0.05	0.6	0.9	5.089168006619869e9
0.001	0.05	0.6	1.0	4.1509793660184536e9
0.001	0.05	0.7	0.0	9.86276975494213e9
0.001	0.05	0.7	0.1	9.785849651574396e9
0.001	0.05	0.7	0.2	9.60927949046278e9
0.001	0.05	0.7	0.3	9.330500329290056e9
0.001	0.05	0.7	0.4	8.946926353732685e9
0.001	0.05	0.7	0.5	8.458033556689853e9
0.001	0.05	0.7	0.6	7.864484932906673e9
0.001	0.05	0.7	0.7	7.172196074533946e9
0.001	0.05	0.7	0.8	6.390474393143389e9
0.001	0.05	0.7	0.9	5.536168160575703e9
0.001	0.05	0.7	1.0	4.625199073246073e9
0.001	0.05	0.8	0.0	9.565705151746548e9
0.001	0.05	0.8	0.1	9.508187373214361e9
0.001	0.05	0.8	0.2	9.358604930223078e9
0.001	0.05	0.8	0.3	9.115227226414455e9
0.001	0.05	0.8	0.4	8.777882606825642e9
0.001	0.05	0.8	0.5	8.344810379692916e9
0.001	0.05	0.8	0.6	7.816678129866793e9
0.001	0.05	0.8	0.7	7.195294095803453e9
0.001	0.05	0.8	0.8	6.484769988075165e9
0.001	0.05	0.8	0.9	5.693057840709999e9
0.001	0.05	0.8	1.0	4.830500996204306e9
0.001	0.05	0.9	0.0	9.164816279371216e9
0.001	0.05	0.9	0.1	9.12177220639273e9
0.001	0.05	0.9	0.2	8.991287950392574e9
0.001	0.05	0.9	0.3	8.773221257519173e9
0.001	0.05	0.9	0.4	8.467159682483866e9
0.001	0.05	0.9	0.5	8.072556027449646e9
0.001	0.05	0.9	0.6	7.590928733256723e9
0.001	0.05	0.9	0.7	7.020202750875076e9
0.001	0.05	0.9	0.8	6.363918889575292e9
0.001	0.05	0.9	0.9	5.626222417371403e9
0.001	0.05	0.9	1.0	4.811479518472913e9
0.001	0.05	1.0	0.0	8.670744412773695e9
0.001	0.05	1.0	0.1	8.639853700800121e9
0.001	0.05	1.0	0.2	8.524624184856571e9
0.001	0.05	1.0	0.3	8.3252697572277565e9
0.001	0.05	1.0	0.4	8.042299188161798e9
0.001	0.05	1.0	0.5	7.6749074629942e9
0.001	0.05	1.0	0.6	7.225058171510414e9
0.001	0.05	1.0	0.7	6.692371434313879e9
0.001	0.05	1.0	0.8	6.077807327152619e9
0.001	0.05	1.0	0.9	5.38229157738162e9
0.001	0.05	1.0	1.0	4.610424901126335e9
0.001	0.09	0.0	0.0	-1.0e6
0.001	0.09	0.0	0.1	-3.55900405424456e7
0.001	0.09	0.0	0.2	-1.3826808242876118e8
0.001	0.09	0.0	0.3	-3.0751604519516075e8
0.001	0.09	0.0	0.4	-5.419496111992044e8
0.001	0.09	0.0	0.5	-8.404540486829262e8
0.001	0.09	0.0	0.6	-1.2019692475295072e9
0.001	0.09	0.0	0.7	-1.6253636932688951e9
0.001	0.09	0.0	0.8	-2.110618242049698e9
0.001	0.09	0.0	0.9	-2.656090414999122e9
0.001	0.09	0.0	1.0	-3.2626635421920457e9
0.001	0.09	0.1	0.0	1.4151597501496387e9
0.001	0.09	0.1	0.1	8.078848540361406e8
0.001	0.09	0.1	0.2	2.3632056214938107e8
0.001	0.09	0.1	0.3	1.2331199972024488e8
0.001	0.09	0.1	0.4	9.676784394939232e7
0.001	0.09	0.1	0.5	8.88055325917505e7
0.001	0.09	0.1	0.6	8.788719385072684e7
0.001	0.09	0.1	0.7	9.086814577555418e7
0.001	0.09	0.1	0.8	9.608381134693527e7
0.001	0.09	0.1	0.9	1.0367897128085852e8
0.001	0.09	0.1	1.0	1.1107322274176264e8
0.001	0.09	0.2	0.0	8.53078166368536e9
0.001	0.09	0.2	0.1	7.811476030497458e9
0.001	0.09	0.2	0.2	6.623412538452449e9
0.001	0.09	0.2	0.3	4.930478869196498e9
0.001	0.09	0.2	0.4	1.8769082534140868e9
0.001	0.09	0.2	0.5	7.945768741275402e8
0.001	0.09	0.2	0.6	5.294867484020753e8
0.001	0.09	0.2	0.7	4.2078262008691454e8
0.001	0.09	0.2	0.8	3.668018387719841e8
0.001	0.09	0.2	0.9	3.378866983372898e8
0.001	0.09	0.2	1.0	3.228842970417328e8
0.001	0.09	0.3	0.0	9.821736409238098e9
0.001	0.09	0.3	0.1	9.414019851395658e9
0.001	0.09	0.3	0.2	8.77794455406789e9
0.001	0.09	0.3	0.3	7.911040890576743e9
0.001	0.09	0.3	0.4	6.843196330935942e9
0.001	0.09	0.3	0.5	5.632910285332813e9
0.001	0.09	0.3	0.6	4.344668438560595e9
0.001	0.09	0.3	0.7	2.9463977115036335e9
0.001	0.09	0.3	0.8	1.7781866879560428e9
0.001	0.09	0.3	0.9	1.3110889740520606e9
0.001	0.09	0.3	1.0	1.0690496540578909e9
0.001	0.09	0.4	0.0	1.0336153749628002e10
0.001	0.09	0.4	0.1	1.0071027716084784e10
0.001	0.09	0.4	0.2	9.651512849201468e9
0.001	0.09	0.4	0.3	9.07154780600721e9
0.001	0.09	0.4	0.4	8.336622095311835e9
0.001	0.09	0.4	0.5	7.469233074965164e9
0.001	0.09	0.4	0.6	6.509890718519745e9
0.001	0.09	0.4	0.7	5.513172877136023e9
0.001	0.09	0.4	0.8	4.539215588006341e9
0.001	0.09	0.4	0.9	3.646067587269327e9
0.001	0.09	0.4	1.0	2.8701753853968973e9
0.001	0.09	0.5	0.0	1.050401490335132e10
0.001	0.09	0.5	0.1	1.0316643365081587e10
0.001	0.09	0.5	0.2	1.0008116701675758e10
0.001	0.09	0.5	0.3	9.574139270654507e9
0.001	0.09	0.5	0.4	9.013772498220615e9
0.001	0.09	0.5	0.5	8.333305729406059e9
0.001	0.09	0.5	0.6	7.548042298480871e9
0.001	0.09	0.5	0.7	6.683452412169672e9
0.001	0.09	0.5	0.8	5.771536193965842e9
0.001	0.09	0.5	0.9	4.8493082785362625e9
0.001	0.09	0.5	1.0	3.948522419601403e9
0.001	0.09	0.6	0.0	1.046358683555088e10
0.001	0.09	0.6	0.1	1.0323041068960384e10
0.001	0.09	0.6	0.2	1.0079311607652237e10
0.001	0.09	0.6	0.3	9.729058618676928e9
0.001	0.09	0.6	0.4	9.271377537597363e9
0.001	0.09	0.6	0.5	8.707189289377533e9
0.001	0.09	0.6	0.6	8.041829012359476e9
0.001	0.09	0.6	0.7	7.286564111467814e9
0.001	0.09	0.6	0.8	6.456388359033247e9
0.001	0.09	0.6	0.9	5.573510716475977e9
0.001	0.09	0.6	1.0	4.659264306374039e9
0.001	0.09	0.7	0.0	1.0275523973653576e10
0.001	0.09	0.7	0.1	1.0165386077375797e10
0.001	0.09	0.7	0.2	9.962029557576683e9
0.001	0.09	0.7	0.3	9.664366917174086e9
0.001	0.09	0.7	0.4	9.270971416995705e9
0.001	0.09	0.7	0.5	8.782266400967232e9
0.001	0.09	0.7	0.6	8.199209629514005e9
0.001	0.09	0.7	0.7	7.526867845372022e9
0.001	0.09	0.7	0.8	6.772176281876848e9
0.001	0.09	0.7	0.9	5.947993411540429e9
0.001	0.09	0.7	1.0	5.064946324269254e9
0.001	0.09	0.8	0.0	9.970280916593124e9
0.001	0.09	0.8	0.1	9.88128697129774e9
0.001	0.09	0.8	0.2	9.706003444389107e9
0.001	0.09	0.8	0.3	9.4426813053974e9
0.001	0.09	0.8	0.4	9.091901978455961e9
0.001	0.09	0.8	0.5	8.652852852014551e9
0.001	0.09	0.8	0.6	8.126699381635999e9
0.001	0.09	0.8	0.7	7.515221825088908e9
0.001	0.09	0.8	0.8	6.8216866154110565e9
0.001	0.09	0.8	0.9	6.052171592210398e9
0.001	0.09	0.8	1.0	5.214080556304207e9
0.001	0.09	0.9	0.0	9.566202961303234e9
0.001	0.09	0.9	0.1	9.492420833217146e9
0.001	0.09	0.9	0.2	9.336012587984837e9
0.001	0.09	0.9	0.3	9.097098172789433e9
0.001	0.09	0.9	0.4	8.775834984829636e9
0.001	0.09	0.9	0.5	8.371464049910254e9
0.001	0.09	0.9	0.6	7.886231661024477e9
0.001	0.09	0.9	0.7	7.318361325750456e9
0.001	0.09	0.9	0.8	6.671206459890673e9
0.001	0.09	0.9	0.9	5.948130524077725e9
0.001	0.09	0.9	1.0	5.152001474620508e9
0.001	0.09	1.0	0.0	9.072680046815254e9
0.001	0.09	1.0	0.1	9.011606651888287e9
0.001	0.09	1.0	0.2	8.870112513416813e9
0.001	0.09	1.0	0.3	8.64876037295477e9
0.001	0.09	1.0	0.4	8.348390880406714e9
0.001	0.09	1.0	0.5	7.968753298700405e9
0.001	0.09	1.0	0.6	7.511852744492119e9
0.001	0.09	1.0	0.7	6.977057457715013e9
0.001	0.09	1.0	0.8	6.365720680860184e9
0.001	0.09	1.0	0.9	5.678514221001104e9
0.001	0.09	1.0	1.0	4.919336574504023e9
0.001	0.1	0.0	0.0	-1.0e6
0.001	0.1	0.0	0.1	-3.559004054309474e7
0.001	0.1	0.0	0.2	-1.3826808245066172e8
0.001	0.1	0.0	0.3	-3.0751604521448886e8
0.001	0.1	0.0	0.4	-5.419496112415509e8
0.001	0.1	0.0	0.5	-8.404540485101889e8
0.001	0.1	0.0	0.6	-1.2019692496118755e9
0.001	0.1	0.0	0.7	-1.625363694837823e9
0.001	0.1	0.0	0.8	-2.1106182445826166e9
0.001	0.1	0.0	0.9	-2.656090416106563e9
0.001	0.1	0.0	1.0	-3.2626635509704432e9
0.001	0.1	0.1	0.0	1.7257716539569845e9
0.001	0.1	0.1	0.1	8.914713031793189e8
0.001	0.1	0.1	0.2	2.56455894809878e8
0.001	0.1	0.1	0.3	1.3368424410724807e8
0.001	0.1	0.1	0.4	1.0514794327413464e8
0.001	0.1	0.1	0.5	9.667866382437515e7
0.001	0.1	0.1	0.6	9.576448612482119e7
0.001	0.1	0.1	0.7	9.899685906374264e7
0.001	0.1	0.1	0.8	1.0463156850997758e8
0.001	0.1	0.1	0.9	1.1278821201836348e8
0.001	0.1	0.1	1.0	1.214588598361826e8
0.001	0.1	0.2	0.0	8.63805962242132e9
0.001	0.1	0.2	0.1	7.906171763168298e9
0.001	0.1	0.2	0.2	6.726266635244594e9
0.001	0.1	0.2	0.3	5.071620476568551e9
0.001	0.1	0.2	0.4	2.1159301176504495e9
0.001	0.1	0.2	0.5	8.735475484753847e8
0.001	0.1	0.2	0.6	5.79789240809134e8
0.001	0.1	0.2	0.7	4.61095207656131e8
0.001	0.1	0.2	0.8	4.020398670850835e8
0.001	0.1	0.2	0.9	3.714187435221815e8
0.001	0.1	0.2	1.0	3.5522831375485086e8
0.001	0.1	0.3	0.0	9.89958333331042e9
0.001	0.1	0.3	0.1	9.48516030704231e9
0.001	0.1	0.3	0.2	8.848860201228159e9
0.001	0.1	0.3	0.3	7.989276422004173e9
0.001	0.1	0.3	0.4	6.936380064257944e9
0.001	0.1	0.3	0.5	5.74867427111775e9
0.001	0.1	0.3	0.6	4.494594692814707e9
