cost_x	cost_y	X0	Y0	Rel_dens
0.001	0.1	0.3	0.7	3.2026809711396565e9
0.001	0.1	0.3	0.8	1.9669163188094926e9
0.001	0.1	0.3	0.9	1.4437653843192549e9
0.001	0.1	0.3	1.0	1.1760470955400858e9
0.001	0.1	0.4	0.0	1.0403882379156096e10
0.001	0.1	0.4	0.1	1.013372992037625e10
0.001	0.1	0.4	0.2	9.712315792090588e9
0.001	0.1	0.4	0.3	9.134257137145649e9
0.001	0.1	0.4	0.4	8.405315020669222e9
0.001	0.1	0.4	0.5	7.547482232623716e9
0.001	0.1	0.4	0.6	6.599891793475952e9
0.001	0.1	0.4	0.7	5.615007991651055e9
0.001	0.1	0.4	0.8	4.650248036533844e9
0.001	0.1	0.4	0.9	3.7605591467230387e9
0.001	0.1	0.4	1.0	2.979809948687818e9
0.001	0.1	0.5	0.0	1.0566533397127401e10
0.001	0.1	0.5	0.1	1.0374903075165888e10
0.001	0.1	0.5	0.2	1.0063954700146383e10
0.001	0.1	0.5	0.3	9.629797192632233e9
0.001	0.1	0.5	0.4	9.071796238800793e9
0.001	0.1	0.5	0.5	8.396243629609147e9
0.001	0.1	0.5	0.6	7.617962212486088e9
0.001	0.1	0.5	0.7	6.761391292786544e9
0.001	0.1	0.5	0.8	5.857030019319206e9
0.001	0.1	0.5	0.9	4.940145079416599e9
0.001	0.1	0.5	1.0	4.040895836329191e9
0.001	0.1	0.6	0.0	1.0522928999688822e10
0.001	0.1	0.6	0.1	1.0378550002119339e10
0.001	0.1	0.6	0.2	1.0132213106315155e10
0.001	0.1	0.6	0.3	9.780819013757576e9
0.001	0.1	0.6	0.4	9.323690597689804e9
0.001	0.1	0.6	0.5	8.761874325941734e9
0.001	0.1	0.6	0.6	8.100619913357431e9
0.001	0.1	0.6	0.7	7.350806547904737e9
0.001	0.1	0.6	0.8	6.5267049374998455e9
0.001	0.1	0.6	0.9	5.649520680950039e9
0.001	0.1	0.6	1.0	4.739454054961118e9
0.001	0.1	0.7	0.0	1.0332718816907661e10
0.001	0.1	0.7	0.1	1.0219070643576075e10
0.001	0.1	0.7	0.2	1.0013041727790983e10
0.001	0.1	0.7	0.3	9.713735765717209e9
0.001	0.1	0.7	0.4	9.319894542009205e9
0.001	0.1	0.7	0.5	8.832065525545568e9
0.001	0.1	0.7	0.6	8.251244944878502e9
0.001	0.1	0.7	0.7	7.582390406052744e9
0.001	0.1	0.7	0.8	6.832131473679134e9
0.001	0.1	0.7	0.9	6.012809853224359e9
0.001	0.1	0.7	1.0	5.134360437273371e9
0.001	0.1	0.8	0.0	1.0026223812120056e10
0.001	0.1	0.8	0.1	9.933719727876955e9
0.001	0.1	0.8	0.2	9.755721037318958e9
0.001	0.1	0.8	0.3	9.490524325392609e9
0.001	0.1	0.8	0.4	9.138699368663471e9
0.001	0.1	0.8	0.5	8.699598699693687e9
0.001	0.1	0.8	0.6	8.174451248312082e9
0.001	0.1	0.8	0.7	7.565032627990139e9
0.001	0.1	0.8	0.8	6.874499754852004e9
0.001	0.1	0.8	0.9	6.108688742850181e9
0.001	0.1	0.8	1.0	5.274623007061008e9
0.001	0.1	0.9	0.0	9.621633596696884e9
0.001	0.1	0.9	0.1	9.544302094950287e9
0.001	0.1	0.9	0.2	9.38500693547223e9
0.001	0.1	0.9	0.3	9.143913812762375e9
0.001	0.1	0.9	0.4	8.82124504082582e9
0.001	0.1	0.9	0.5	8.416259919041035e9
0.001	0.1	0.9	0.6	7.931201093769014e9
0.001	0.1	0.9	0.7	7.364368606528658e9
0.001	0.1	0.9	0.8	6.719090032564589e9
0.001	0.1	0.9	0.9	5.998627056580847e9
0.001	0.1	0.9	1.0	5.205654046757956e9
0.001	0.1	1.0	0.0	9.128146272020432e9
0.001	0.1	1.0	0.1	9.06354039740883e9
0.001	0.1	1.0	0.2	8.919084222315971e9
0.001	0.1	1.0	0.3	8.695236614420605e9
0.001	0.1	1.0	0.4	8.393033406545402e9
0.001	0.1	1.0	0.5	8.012276547213218e9
0.001	0.1	1.0	0.6	7.554990344143666e9
0.001	0.1	1.0	0.7	7.020520545378186e9
0.001	0.1	1.0	0.8	6.410201467953864e9
0.001	0.1	1.0	0.9	5.724696465073202e9
0.001	0.1	1.0	1.0	4.967812183689474e9
0.001	0.5	0.0	0.0	-1.0e6
0.001	0.5	0.0	0.1	-3.559004056060852e7
0.001	0.5	0.0	0.2	-1.382680828926547e8
0.001	0.5	0.0	0.3	-3.075160458405832e8
0.001	0.5	0.0	0.4	-5.419496128747393e8
0.001	0.5	0.0	0.5	-8.404540463809713e8
0.001	0.5	0.0	0.6	-1.2019692857478507e9
0.001	0.5	0.0	0.7	-1.6253637231125925e9
0.001	0.5	0.0	0.8	-2.1106182804199145e9
0.001	0.5	0.0	0.9	-2.656090460506729e9
0.001	0.5	0.0	1.0	-3.2626637135292478e9
0.001	0.5	0.1	0.0	5.902483218199142e9
0.001	0.5	0.1	0.1	2.8076525696011915e9
0.001	0.5	0.1	0.2	5.541118738979799e8
0.001	0.5	0.1	0.3	2.803757276807248e8
0.001	0.5	0.1	0.4	2.230272864490155e8
0.001	0.5	0.1	0.5	2.0857007207745934e8
0.001	0.5	0.1	0.6	2.0967563894979882e8
0.001	0.5	0.1	0.7	2.1888597294788265e8
0.001	0.5	0.1	0.8	2.32549061485595e8
0.001	0.5	0.1	0.9	2.4992340752522564e8
0.001	0.5	0.1	1.0	2.702888551576395e8
0.001	0.5	0.2	0.0	9.607683476577435e9
0.001	0.5	0.2	0.1	8.814853650558458e9
0.001	0.5	0.2	0.2	7.710331126583544e9
0.001	0.5	0.2	0.3	6.327449189677545e9
0.001	0.5	0.2	0.4	4.680371845738716e9
0.001	0.5	0.2	0.5	2.320443581621552e9
0.001	0.5	0.2	0.6	1.415965300906887e9
0.001	0.5	0.2	0.7	1.1049950892873497e9
0.001	0.5	0.2	0.8	9.649859769430504e8
0.001	0.5	0.2	0.9	8.962556980578218e8
0.001	0.5	0.2	1.0	8.630055620949264e8
0.001	0.5	0.3	0.0	1.0674271081596973e10
0.001	0.5	0.3	0.1	1.0223517782953856e10
0.001	0.5	0.3	0.2	9.596045007631361e9
0.001	0.5	0.3	0.3	8.80028529374224e9
0.001	0.5	0.3	0.4	7.867926435221997e9
0.001	0.5	0.3	0.5	6.852430185987527e9
0.001	0.5	0.3	0.6	5.82046615232321e9
0.001	0.5	0.3	0.7	4.841284405377088e9
0.001	0.5	0.3	0.8	3.9750613364634266e9
0.001	0.5	0.3	0.9	3.262273718500858e9
0.001	0.5	0.3	1.0	2.7009395984291754e9
0.001	0.5	0.4	0.0	1.1095075218723913e10
0.001	0.5	0.4	0.1	1.079728880263686e10
0.001	0.5	0.4	0.2	1.0370566219230415e10
0.001	0.5	0.4	0.3	9.81514647833645e9
0.001	0.5	0.4	0.4	9.139508529964409e9
0.001	0.5	0.4	0.5	8.362531077280115e9
0.001	0.5	0.4	0.6	7.513073986462244e9
0.001	0.5	0.4	0.7	6.626702242893548e9
0.001	0.5	0.4	0.8	5.738940523060546e9
0.001	0.5	0.4	0.9	4.881417221823377e9
0.001	0.5	0.4	1.0	4.0710522079051385e9
0.001	0.5	0.5	0.0	1.1206783056677328e10
0.001	0.5	0.5	0.1	1.0991444033158352e10
0.001	0.5	0.5	0.2	1.0670228580421345e10
0.001	0.5	0.5	0.3	1.0242484024838772e10
0.001	0.5	0.5	0.4	9.710107036653837e9
0.001	0.5	0.5	0.5	9.079736600946898e9
0.001	0.5	0.5	0.6	8.362963771692558e9
0.001	0.5	0.5	0.7	7.576757810432261e9
0.001	0.5	0.5	0.8	6.740354154723982e9
0.001	0.5	0.5	0.9	5.875593192386958e9
0.001	0.5	0.5	1.0	4.999955498591097e9
0.001	0.5	0.6	0.0	1.1127718855205824e10
0.001	0.5	0.6	0.1	1.096155279894025e10
0.001	0.5	0.6	0.2	1.0702665109541946e10
0.001	0.5	0.6	0.3	1.0349732733653582e10
0.001	0.5	0.6	0.4	9.90399358066223e9
0.001	0.5	0.6	0.5	9.367566848217146e9
0.001	0.5	0.6	0.6	8.745237213415848e9
0.001	0.5	0.6	0.7	8.0451820694120865e9
0.001	0.5	0.6	0.8	7.276431732106229e9
0.001	0.5	0.6	0.9	6.452722635328367e9
0.001	0.5	0.6	1.0	5.585565271780796e9
0.001	0.5	0.7	0.0	1.0912468593103521e10
0.001	0.5	0.7	0.1	1.0777417762401312e10
0.001	0.5	0.7	0.2	1.0557053591662477e10
0.001	0.5	0.7	0.3	1.0251699564438087e10
0.001	0.5	0.7	0.4	9.861075316973743e9
0.001	0.5	0.7	0.5	9.386680774254055e9
0.001	0.5	0.7	0.6	8.829928997715229e9
0.001	0.5	0.7	0.7	8.195058885121797e9
0.001	0.5	0.7	0.8	7.486529818774928e9
0.001	0.5	0.7	0.9	6.71291992826951e9
0.001	0.5	0.7	1.0	5.879009176726597e9
0.001	0.5	0.8	0.0	1.0589160148959078e10
0.001	0.5	0.8	0.1	1.0475081083806469e10
0.001	0.5	0.8	0.2	1.028056205871578e10
0.001	0.5	0.8	0.3	1.0005702554908875e10
0.001	0.5	0.8	0.4	9.651808726305542e9
0.001	0.5	0.8	0.5	9.218548466260939e9
0.001	0.5	0.8	0.6	8.707490506021336e9
0.001	0.5	0.8	0.7	8.120476590086213e9
0.001	0.5	0.8	0.8	7.459927933183232e9
0.001	0.5	0.8	0.9	6.7299423537055645e9
0.001	0.5	0.8	1.0	5.934758507360823e9
0.001	0.5	0.9	0.0	1.017110833716449e10
0.001	0.5	0.9	0.1	1.0073336572400585e10
0.001	0.5	0.9	0.2	9.897043933258142e9
0.001	0.5	0.9	0.3	9.643448590406372e9
0.001	0.5	0.9	0.4	9.31415717862707e9
0.001	0.5	0.9	0.5	8.90947718603347e9
0.001	0.5	0.9	0.6	8.431468608782269e9
0.001	0.5	0.9	0.7	7.878690865515585e9
0.001	0.5	0.9	0.8	7.254106858199496e9
0.001	0.5	0.9	0.9	6.560317899782331e9
0.001	0.5	0.9	1.0	5.798604623220524e9
0.001	0.5	1.0	0.0	9.66679963707097e9
0.001	0.5	1.0	0.1	9.582594251218178e9
0.001	0.5	1.0	0.2	9.42140755631368e9
0.001	0.5	1.0	0.3	9.184136297174831e9
0.001	0.5	1.0	0.4	8.872522291833652e9
0.001	0.5	1.0	0.5	8.4874629868711815e9
0.001	0.5	1.0	0.6	8.031808302380484e9
0.001	0.5	1.0	0.7	7.504817018504936e9
0.001	0.5	1.0	0.8	6.907938852265858e9
0.001	0.5	1.0	0.9	6.241520755326434e9
0.001	0.5	1.0	1.0	5.508524963087505e9
0.01	0.001	0.0	0.0	-1.0e6
0.01	0.001	0.0	0.1	-3.559004073472552e7
0.01	0.001	0.0	0.2	1.1938216131042242e6
0.01	0.001	0.0	0.3	4.803143580475867e6
0.01	0.001	0.0	0.4	1.2008438380368471e7
0.01	0.001	0.0	0.5	2.534851548738706e7
0.01	0.001	0.0	0.6	4.6789966376846075e7
0.01	0.001	0.0	0.7	8.178888607410312e7
0.01	0.001	0.0	0.8	1.2896800004049349e8
0.01	0.001	0.0	0.9	1.8316019655387497e8
0.01	0.001	0.0	1.0	2.52584376779243e8
0.01	0.001	0.1	0.0	-3.559007792340872e7
0.01	0.001	0.1	0.1	3.2902348262018114e7
0.01	0.001	0.1	0.2	4.894055290073827e7
0.01	0.001	0.1	0.3	5.4061170718522966e7
0.01	0.001	0.1	0.4	8.424487798992848e7
0.01	0.001	0.1	0.5	1.3908137533796632e8
0.01	0.001	0.1	0.6	2.283813094197209e8
0.01	0.001	0.1	0.7	3.5056114051026535e8
0.01	0.001	0.1	0.8	4.877192453675561e8
0.01	0.001	0.1	0.9	6.258760791705146e8
0.01	0.001	0.1	1.0	7.447290818719187e8
0.01	0.001	0.2	0.0	-1.382667075493021e8
0.01	0.001	0.2	0.1	1.7874631368647814e6
0.01	0.001	0.2	0.2	4.605025251858088e8
0.01	0.001	0.2	0.3	2.6111670516954956e9
0.01	0.001	0.2	0.4	4.524134838177678e9
0.01	0.001	0.2	0.5	4.802825697068118e9
0.01	0.001	0.2	0.6	4.646832976788166e9
0.01	0.001	0.2	0.7	4.2629424686368713e9
0.01	0.001	0.2	0.8	3.755320077097422e9
0.01	0.001	0.2	0.9	3.2044607612647557e9
0.01	0.001	0.2	1.0	2.677188711472496e9
0.01	0.001	0.3	0.0	-3.0751628860302067e8
0.01	0.001	0.3	0.1	-1.1285292859619856e7
0.01	0.001	0.3	0.2	2.2283332006312156e8
0.01	0.001	0.3	0.3	4.056372740594499e9
0.01	0.001	0.3	0.4	5.476490380605575e9
0.01	0.001	0.3	0.5	5.777000744671943e9
0.01	0.001	0.3	0.6	5.643812057656563e9
0.01	0.001	0.3	0.7	5.282782708943701e9
0.01	0.001	0.3	0.8	4.78634541745965e9
0.01	0.001	0.3	0.9	4.209445697890567e9
0.01	0.001	0.3	1.0	3.5871209196221824e9
0.01	0.001	0.4	0.0	-5.419668170938805e8
0.01	0.001	0.4	0.1	-1.5008312807667136e7
0.01	0.001	0.4	0.2	3.0178103953455806e7
0.01	0.001	0.4	0.3	3.1689955979248962e9
0.01	0.001	0.4	0.4	5.354926750444754e9
0.01	0.001	0.4	0.5	5.985948294956615e9
0.01	0.001	0.4	0.6	6.028420182974548e9
0.01	0.001	0.4	0.7	5.762780538937933e9
0.01	0.001	0.4	0.8	5.314575314958806e9
0.01	0.001	0.4	0.9	4.750778018755396e9
0.01	0.001	0.4	1.0	4.1093761903528104e9
0.01	0.001	0.5	0.0	-8.404689458461257e8
0.01	0.001	0.5	0.1	-1.5992889459907174e7
0.01	0.001	0.5	0.2	-2.3516259673630476e7
0.01	0.001	0.5	0.3	6.800583975019095e8
0.01	0.001	0.5	0.4	4.6104591631338215e9
0.01	0.001	0.5	0.5	5.676181498293622e9
0.01	0.001	0.5	0.6	5.9788010310136595e9
0.01	0.001	0.5	0.7	5.871560052878891e9
0.01	0.001	0.5	0.8	5.517645121497612e9
0.01	0.001	0.5	0.9	5.005473319056797e9
0.01	0.001	0.5	1.0	4.384306398174799e9
0.01	0.001	0.6	0.0	1.8524221689958572e6
0.01	0.001	0.6	0.1	-1.5289475162212133e7
0.01	0.001	0.6	0.2	-4.5026204465535164e7
0.01	0.001	0.6	0.3	1.5113856512505364e8
0.01	0.001	0.6	0.4	3.424687528944356e9
0.01	0.001	0.6	0.5	4.987337560664935e9
0.01	0.001	0.6	0.6	5.579259452587214e9
0.01	0.001	0.6	0.7	5.669476173340001e9
0.01	0.001	0.6	0.8	5.446928642352801e9
0.01	0.001	0.6	0.9	5.018695294336747e9
0.01	0.001	0.6	1.0	4.447121550145888e9
0.01	0.001	0.7	0.0	3.1257140209305286e6
0.01	0.001	0.7	0.1	-1.4132674051654339e7
0.01	0.001	0.7	0.2	-5.478129437858319e7
0.01	0.001	0.7	0.3	1.1658610512380362e7
0.01	0.001	0.7	0.4	1.3151756915976048e9
0.01	0.001	0.7	0.5	4.0469606778888545e9
0.01	0.001	0.7	0.6	4.907965766924685e9
0.01	0.001	0.7	0.7	5.204444291636026e9
0.01	0.001	0.7	0.8	5.134702055315524e9
0.01	0.001	0.7	0.9	4.81488428441049e9
0.01	0.001	0.7	1.0	4.31431124558551e9
0.01	0.001	0.8	0.0	3.425301927906275e6
0.01	0.001	0.8	0.1	-1.312660053336382e7
0.01	0.001	0.8	0.2	-6.095527600626898e7
0.01	0.001	0.8	0.3	-5.2983669641043186e7
0.01	0.001	0.8	0.4	4.1907745427952576e8
0.01	0.001	0.8	0.5	2.9680508936291165e9
0.01	0.001	0.8	0.6	4.0546198144656544e9
0.01	0.001	0.8	0.7	4.527431192105287e9
0.01	0.001	0.8	0.8	4.609419864986227e9
0.01	0.001	0.8	0.9	4.409149286768364e9
0.01	0.001	0.8	1.0	4.001404513876585e9
0.01	0.001	0.9	0.0	4.436333647329807e6
0.01	0.001	0.9	0.1	-8.739817972050667e6
0.01	0.001	0.9	0.2	-6.309547241463661e7
0.01	0.001	0.9	0.3	-8.831806578029442e7
0.01	0.001	0.9	0.4	1.3379307489928961e8
0.01	0.001	0.9	0.5	1.847868710853105e9
0.01	0.001	0.9	0.6	3.1134720239865046e9
0.01	0.001	0.9	0.7	3.7036041179918413e9
0.01	0.001	0.9	0.8	3.9156686879284773e9
0.01	0.001	0.9	0.9	3.829697313399826e9
0.01	0.001	0.9	1.0	3.5176526020597973e9
0.01	0.001	1.0	0.0	7.872149239366531e6
0.01	0.001	1.0	0.1	-7.471387427986622e6
0.01	0.001	1.0	0.2	-6.4206216875229836e7
0.01	0.001	1.0	0.3	-1.0956681040560675e8
0.01	0.001	1.0	0.4	-8.570547827720642e6
0.01	0.001	1.0	0.5	7.991069575997415e8
0.01	0.001	1.0	0.6	2.1779979908210154e9
0.01	0.001	1.0	0.7	2.800594050681671e9
0.01	0.001	1.0	0.8	3.090111340505621e9
0.01	0.001	1.0	0.9	3.1024798444349766e9
0.01	0.001	1.0	1.0	2.8800761112620564e9
0.01	0.01	0.0	0.0	-1.0e6
0.01	0.01	0.0	0.1	-3.5590040567221425e7
0.01	0.01	0.0	0.2	3.5899785691021085e6
0.01	0.01	0.0	0.3	1.325141741956234e7
0.01	0.01	0.0	0.4	3.596493597077e7
0.01	0.01	0.0	0.5	9.251958331374669e7
0.01	0.01	0.0	0.6	4.1973811407857294e9
0.01	0.01	0.0	0.7	3.8874735022261963e9
0.01	0.01	0.0	0.8	3.507083122190848e9
0.01	0.01	0.0	0.9	3.1082276459618917e9
0.01	0.01	0.0	1.0	2.711608687641644e9
0.01	0.01	0.1	0.0	1.3687946054497883e6
0.01	0.01	0.1	0.1	7.145704684797152e9
0.01	0.01	0.1	0.2	7.597448835151853e9
0.01	0.01	0.1	0.3	7.325639633374006e9
0.01	0.01	0.1	0.4	6.953941604075595e9
0.01	0.01	0.1	0.5	6.531303356571116e9
0.01	0.01	0.1	0.6	6.065156416293829e9
0.01	0.01	0.1	0.7	5.559592934419354e9
0.01	0.01	0.1	0.8	5.018719485667988e9
0.01	0.01	0.1	0.9	4.450090606455339e9
0.01	0.01	0.1	1.0	3.8596531795484123e9
0.01	0.01	0.2	0.0	2.19225186109502e7
0.01	0.01	0.2	0.1	8.543300253560508e9
0.01	0.01	0.2	0.2	8.935074545731815e9
0.01	0.01	0.2	0.3	8.707605979232883e9
0.01	0.01	0.2	0.4	8.266967074747883e9
0.01	0.01	0.2	0.5	7.751881600215975e9
0.01	0.01	0.2	0.6	7.198632505568827e9
0.01	0.01	0.2	0.7	6.61431887713023e9
0.01	0.01	0.2	0.8	5.998597771995901e9
0.01	0.01	0.2	0.9	5.352654526025129e9
0.01	0.01	0.2	1.0	4.67645308978311e9
0.01	0.01	0.3	0.0	7.647687024700982e9
0.01	0.01	0.3	0.1	8.806700818578962e9
0.01	0.01	0.3	0.2	9.24885731151165e9
0.01	0.01	0.3	0.3	9.231743134161467e9
0.01	0.01	0.3	0.4	8.925337743770248e9
0.01	0.01	0.3	0.5	8.460963175926886e9
0.01	0.01	0.3	0.6	7.911064178980125e9
0.01	0.01	0.3	0.7	7.307403436097244e9
0.01	0.01	0.3	0.8	6.661273526053896e9
0.01	0.01	0.3	0.9	5.9780826202834e9
0.01	0.01	0.3	1.0	5.25825567657469e9
0.01	0.01	0.4	0.0	8.000675995841353e9
0.01	0.01	0.4	0.1	8.798981305493938e9
0.01	0.01	0.4	0.2	9.217745689677187e9
0.01	0.01	0.4	0.3	9.316570709022335e9
0.01	0.01	0.4	0.4	9.150748012902725e9
0.01	0.01	0.4	0.5	8.789855690885712e9
0.01	0.01	0.4	0.6	8.298054342321902e9
0.01	0.01	0.4	0.7	7.718970564740183e9
0.01	0.01	0.4	0.8	7.076238050481571e9
0.01	0.01	0.4	0.9	6.383214873348923e9
0.01	0.01	0.4	1.0	5.6448269873528595e9
0.01	0.01	0.5	0.0	8.005479693350411e9
0.01	0.01	0.5	0.1	8.642721018448158e9
0.01	0.01	0.5	0.2	9.023257176462463e9
0.01	0.01	0.5	0.3	9.167824840526085e9
0.01	0.01	0.5	0.4	9.094525540977982e9
0.01	0.01	0.5	0.5	8.832131365979439e9
0.01	0.01	0.5	0.6	8.418552596567866e9
0.01	0.01	0.5	0.7	7.891070685457836e9
0.01	0.01	0.5	0.8	7.277259806021469e9
0.01	0.01	0.5	0.9	6.596305551509495e9
0.01	0.01	0.5	1.0	5.858117057897444e9
0.01	0.01	0.6	0.0	7.838472588225948e9
0.01	0.01	0.6	0.1	8.379484225784735e9
0.01	0.01	0.6	0.2	8.722679033233173e9
0.01	0.01	0.6	0.3	8.880148240770895e9
0.01	0.01	0.6	0.4	8.85723205548381e9
0.01	0.01	0.6	0.5	8.666218240210445e9
0.01	0.01	0.6	0.6	8.325801970414239e9
0.01	0.01	0.6	0.7	7.858461629403617e9
0.01	0.01	0.6	0.8	7.288398482805868e9
0.01	0.01	0.6	0.9	6.635666507561079e9
0.01	0.01	0.6	1.0	5.912876451216686e9
0.01	0.01	0.7	0.0	7.551842314973569e9
0.01	0.01	0.7	0.1	8.026845460763352e9
0.01	0.01	0.7	0.2	8.338311925406789e9
0.01	0.01	0.7	0.3	8.492495729988018e9
0.01	0.01	0.7	0.4	8.49550774758096e9
0.01	0.01	0.7	0.5	8.351162783510916e9
0.01	0.01	0.7	0.6	8.065416989118212e9
0.01	0.01	0.7	0.7	7.655407159772075e9
0.01	0.01	0.7	0.8	7.13355712455463e9
0.01	0.01	0.7	0.9	6.518226472416733e9
0.01	0.01	0.7	1.0	5.819523977346527e9
0.01	0.01	0.8	0.0	7.166874431192299e9
0.01	0.01	0.8	0.1	7.593806425750871e9
0.01	0.01	0.8	0.2	7.877194470884717e9
0.01	0.01	0.8	0.3	8.024479301689551e9
0.01	0.01	0.8	0.4	8.039322809390223e9
0.01	0.01	0.8	0.5	7.920665339819943e9
0.01	0.01	0.8	0.6	7.676268496092273e9
0.01	0.01	0.8	0.7	7.309927656097512e9
0.01	0.01	0.8	0.8	6.832364733139498e9
0.01	0.01	0.8	0.9	6.255578946456491e9
0.01	0.01	0.8	1.0	5.591919536799795e9
0.01	0.01	0.9	0.0	6.696579428390835e9
0.01	0.01	0.9	0.1	7.088850519222223e9
0.01	0.01	0.9	0.2	7.347296882510334e9
0.01	0.01	0.9	0.3	7.485897529805385e9
0.01	0.01	0.9	0.4	7.501370533075946e9
0.01	0.01	0.9	0.5	7.401443931653418e9
0.01	0.01	0.9	0.6	7.183575808544348e9
0.01	0.01	0.9	0.7	6.849472199611687e9
0.01	0.01	0.9	0.8	6.411773039449444e9
0.01	0.01	0.9	0.9	5.869126353073325e9
0.01	0.01	0.9	1.0	5.237407880644483e9
0.01	0.01	1.0	0.0	6.148483710325087e9
0.01	0.01	1.0	0.1	6.509577406741739e9
0.01	0.01	1.0	0.2	6.749385024119896e9
0.01	0.01	1.0	0.3	6.877966953620813e9
0.01	0.01	1.0	0.4	6.892321990885738e9
0.01	0.01	1.0	0.5	6.799926890208742e9
0.01	0.01	1.0	0.6	6.597854860493337e9
0.01	0.01	1.0	0.7	6.29075281721362e9
0.01	0.01	1.0	0.8	5.879950285997328e9
0.01	0.01	1.0	0.9	5.370798863970509e9
0.01	0.01	1.0	1.0	4.767363056202566e9
0.01	0.05	0.0	0.0	-1.0e6
0.01	0.05	0.0	0.1	-3.559004054130089e7
0.01	0.05	0.0	0.2	1.225124771751687e7
0.01	0.05	0.0	0.3	5.477006770162326e7
0.01	0.05	0.0	0.4	6.699311839941302e9
0.01	0.05	0.0	0.5	6.456672589685626e9
0.01	0.05	0.0	0.6	6.133495680059812e9
0.01	0.05	0.0	0.7	5.750183305190701e9
0.01	0.05	0.0	0.8	5.314022658213728e9
0.01	0.05	0.0	0.9	4.831090695795853e9
0.01	0.05	0.0	1.0	4.303726970310572e9
0.01	0.05	0.1	0.0	9.997818052904129e9
0.01	0.05	0.1	0.1	1.0042707630874947e10
0.01	0.05	0.1	0.2	9.572180604148209e9
0.01	0.05	0.1	0.3	9.042116755714533e9
0.01	0.05	0.1	0.4	8.533192124510711e9
0.01	0.05	0.1	0.5	8.033209465515603e9
0.01	0.05	0.1	0.6	7.5237635028043785e9
0.01	0.05	0.1	0.7	6.992402881721342e9
0.01	0.05	0.1	0.8	6.430666361549315e9
0.01	0.05	0.1	0.9	5.83514877591457e9
0.01	0.05	0.1	1.0	5.202134492751095e9
0.01	0.05	0.2	0.0	1.089151539558495e10
0.01	0.05	0.2	0.1	1.0860524467224104e10
0.01	0.05	0.2	0.2	1.057766299507895e10
0.01	0.05	0.2	0.3	1.012893057819567e10
0.01	0.05	0.2	0.4	9.602546350732729e9
0.01	0.05	0.2	0.5	9.043114514561241e9
0.01	0.05	0.2	0.6	8.4624675226914215e9
0.01	0.05	0.2	0.7	7.85985945574805e9
0.01	0.05	0.2	0.8	7.230054640408144e9
0.01	0.05	0.2	0.9	6.569738603469835e9
0.01	0.05	0.2	1.0	5.8742114523304825e9
0.01	0.05	0.3	0.0	1.1139366507091194e10
0.01	0.05	0.3	0.1	1.1120884243472225e10
0.01	0.05	0.3	0.2	1.0940610465143744e10
0.01	0.05	0.3	0.3	1.0611646344412853e10
0.01	0.05	0.3	0.4	1.0166620084706842e10
0.01	0.05	0.3	0.5	9.641363506802954e9
0.01	0.05	0.3	0.6	9.061105005867662e9
0.01	0.05	0.3	0.7	8.4399098182064705e9
0.01	0.05	0.3	0.8	7.781501444112566e9
0.01	0.05	0.3	0.9	7.087891971160212e9
0.01	0.05	0.3	1.0	6.356461678857688e9
0.01	0.05	0.4	0.0	1.116110772998185e10
0.01	0.05	0.4	0.1	1.1149582647828777e10
0.01	0.05	0.4	0.2	1.1016788390289427e10
0.01	0.05	0.4	0.3	1.0761142975857868e10
0.01	0.05	0.4	0.4	1.0391196961780725e10
0.01	0.05	0.4	0.5	9.926484254014603e9
0.01	0.05	0.4	0.6	9.3827021765305e9
0.01	0.05	0.4	0.7	8.777511106977448e9
0.01	0.05	0.4	0.8	8.119457382885031e9
0.01	0.05	0.4	0.9	7.416261612856384e9
0.01	0.05	0.4	1.0	6.668944923244432e9
0.01	0.05	0.5	0.0	1.1042392728017334e10
0.01	0.05	0.5	0.1	1.1033997535527098e10
0.01	0.05	0.5	0.2	1.0924348561416344e10
0.01	0.05	0.5	0.3	1.0708819059007536e10
0.01	0.05	0.5	0.4	1.0393577913264782e10
0.01	0.05	0.5	0.5	9.979457624530294e9
0.01	0.05	0.5	0.6	9.481631490618547e9
0.01	0.05	0.5	0.7	8.90706858255795e9
0.01	0.05	0.5	0.8	8.268765406953154e9
0.01	0.05	0.5	0.9	7.573410418707007e9
0.01	0.05	0.5	1.0	6.825834517625578e9
0.01	0.05	0.6	0.0	1.081602052065757e10
0.01	0.05	0.6	0.1	1.0811879129794384e10
0.01	0.05	0.6	0.2	1.0714117505402645e10
0.01	0.05	0.6	0.3	1.0523802351287224e10
0.01	0.05	0.6	0.4	1.0239304505863062e10
0.01	0.05	0.6	0.5	9.863049186882286e9
0.01	0.05	0.6	0.6	9.40512952088125e9
0.01	0.05	0.6	0.7	8.863355503972137e9
0.01	0.05	0.6	0.8	8.251777523964548e9
0.01	0.05	0.6	0.9	7.574776964237678e9
0.01	0.05	0.6	1.0	6.837769953927832e9
0.01	0.05	0.7	0.0	1.0498320119610382e10
0.01	0.05	0.7	0.1	1.0494547370713627e10
0.01	0.05	0.7	0.2	1.0406667058893293e10
0.01	0.05	0.7	0.3	1.0229198110763706e10
0.01	0.05	0.7	0.4	9.967617972946695e9
0.01	0.05	0.7	0.5	9.618601867204205e9
0.01	0.05	0.7	0.6	9.187732661569271e9
0.01	0.05	0.7	0.7	8.679138227939457e9
0.01	0.05	0.7	0.8	8.093818414605877e9
0.01	0.05	0.7	0.9	7.439226827579148e9
