X0	Y0	Rel_dens
0.3	6.9	-3.0634574240205e8
0.3	7.0	-3.064941069014263e8
0.3	7.1	-3.0660138581798935e8
0.3	7.2	-3.066859518016281e8
0.3	7.3	-3.067512193604145e8
0.3	7.4	-3.068052035645447e8
0.3	7.5	-3.068321476537647e8
0.3	7.6	-3.068362240089741e8
0.3	7.7	-3.0681586642581177e8
0.3	7.8	-3.0676840934949875e8
0.3	7.9	-3.0726548768058014e8
0.3	8.0	-3.072763073507652e8
0.3	8.1	-3.07256449919075e8
0.3	8.2	-3.071979644297085e8
0.3	8.3	-3.070936548941231e8
0.3	8.4	-3.0691657596004295e8
0.3	8.5	-3.07427676324316e8
0.3	8.6	-3.0736610888134575e8
0.3	8.7	-3.072199394904461e8
0.3	8.8	-3.0697684690613556e8
0.3	8.9	-3.074949110695133e8
0.3	9.0	-3.073583616358566e8
0.3	9.1	-3.0708430849913025e8
0.3	9.2	-3.075488660575161e8
0.3	9.3	-3.0739150280402184e8
0.3	9.4	-3.0706534957888985e8
0.3	9.5	-3.0756229360559654e8
0.3	9.6	-3.0730422794075775e8
0.3	9.7	-3.076236781193714e8
0.3	9.8	-3.0732617519311714e8
0.3	9.9	-3.07607017368927e8
0.3	10.0	-3.076760171471901e8
0.4	0.0	8.000675995841353e9
0.4	0.1	8.798981305493938e9
0.4	0.2	9.217745689677187e9
0.4	0.3	9.316570709022335e9
0.4	0.4	9.150748012902725e9
0.4	0.5	8.789855690885712e9
0.4	0.6	8.298054342321902e9
0.4	0.7	7.718970564740183e9
0.4	0.8	7.076238050481571e9
0.4	0.9	6.383214873348923e9
0.4	1.0	5.6448269873528595e9
0.4	1.1	4.865277451483632e9
0.4	1.2	4.047078134670191e9
0.4	1.3	3.1917018615309687e9
0.4	1.4	2.301827299946949e9
0.4	1.5	1.6038673390143557e9
0.4	1.6	1.1302924895254345e9
0.4	1.7	7.684051797059727e8
0.4	1.8	4.8584266602529526e8
0.4	1.9	2.6498681422037315e8
0.4	2.0	9.277618281113434e7
0.4	2.1	-4.143462998879051e7
0.4	2.2	-1.4572507726363754e8
0.4	2.3	-2.2617851318694687e8
0.4	2.4	-2.8884535304167175e8
0.4	2.5	-3.3759437365537834e8
0.4	2.6	-3.759944322181797e8
0.4	2.7	-4.0604398104408646e8
0.4	2.8	-4.294276032215767e8
0.4	2.9	-4.4875279202111053e8
0.4	3.0	-4.6389520210726357e8
0.4	3.1	-4.758824708817158e8
0.4	3.2	-4.8605709944073105e8
0.4	3.3	-4.944108712049103e8
0.4	3.4	-5.011627950374508e8
0.4	3.5	-5.067575438732548e8
0.4	3.6	-5.114604797755394e8
0.4	3.7	-5.152060951499195e8
0.4	3.8	-5.18272061255743e8
0.4	3.9	-5.2145163258291626e8
0.4	4.0	-5.2404339653778267e8
0.4	4.1	-5.2577688723031044e8
0.4	4.2	-5.277336985812874e8
0.4	4.3	-5.2939098363100815e8
0.4	4.4	-5.3072779667647934e8
0.4	4.5	-5.319343786195545e8
0.4	4.6	-5.3294242128996277e8
0.4	4.7	-5.3373786194924164e8
0.4	4.8	-5.343887854827099e8
0.4	4.9	-5.3479127174705887e8
0.4	5.0	-5.360078694083996e8
0.4	5.1	-5.3629549447494125e8
0.4	5.2	-5.371128690258827e8
0.4	5.3	-5.373665720670834e8
0.4	5.4	-5.379485039240894e8
0.4	5.5	-5.380259455850468e8
0.4	5.6	-5.386160944353733e8
0.4	5.7	-5.383398611786423e8
0.4	5.8	-5.389843023315392e8
0.4	5.9	-5.393876018451214e8
0.4	6.0	-5.387121563289509e8
0.4	6.1	-5.392882843529568e8
0.4	6.2	-5.396906909526901e8
0.4	6.3	-5.399980683759327e8
0.4	6.4	-5.402353440171032e8
0.4	6.5	-5.404216890728664e8
0.4	6.6	-5.405624775796852e8
0.4	6.7	-5.406995918727283e8
0.4	6.8	-5.408127010006008e8
0.4	6.9	-5.409061276109295e8
0.4	7.0	-5.409643647668839e8
0.4	7.1	-5.40991085295599e8
0.4	7.2	-5.409781375488338e8
0.4	7.3	-5.409160363274593e8
0.4	7.4	-5.407500420526199e8
0.4	7.5	-5.404797514938488e8
0.4	7.6	-5.414503855180244e8
0.4	7.7	-5.414505387454929e8
0.4	7.8	-5.41323506018898e8
0.4	7.9	-5.4098826740835e8
0.4	8.0	-5.404328507659817e8
0.4	8.1	-5.416296995800133e8
0.4	8.2	-5.413933078549538e8
0.4	8.3	-5.408885501848125e8
0.4	8.4	-5.417772968000927e8
0.4	8.5	-5.415544998648949e8
0.4	8.6	-5.409205474535847e8
0.4	8.7	-5.418505526487999e8
0.4	8.8	-5.415041206217651e8
0.4	8.9	-5.406709852608528e8
0.4	9.0	-5.41827129970993e8
0.4	9.1	-5.411480895508976e8
0.4	9.2	-5.419575584625626e8
0.4	9.3	-5.414083314894485e8
0.4	9.4	-5.420010535605698e8
0.4	9.5	-5.414020118889866e8
0.4	9.6	-5.420020445832577e8
0.4	9.7	-5.411106659370499e8
0.4	9.8	-5.41846165853941e8
0.4	9.9	-5.420852297241344e8
0.4	10.0	-5.409148769377918e8
0.5	0.0	8.005479693350411e9
0.5	0.1	8.642721018448158e9
0.5	0.2	9.023257176462463e9
0.5	0.3	9.167824840526085e9
0.5	0.4	9.094525540977982e9
0.5	0.5	8.832131365979439e9
0.5	0.6	8.418552596567866e9
0.5	0.7	7.891070685457836e9
0.5	0.8	7.277259806021469e9
0.5	0.9	6.596305551509495e9
0.5	1.0	5.858117057897444e9
0.5	1.1	5.070306829050538e9
0.5	1.2	4.2368632423075266e9
0.5	1.3	3.3605412989808636e9
0.5	1.4	2.443953412051134e9
0.5	1.5	1.7141345555721989e9
0.5	1.6	1.2044575164863224e9
0.5	1.7	8.027046975261002e8
0.5	1.8	4.785833332924614e8
0.5	1.9	2.164898331665058e8
0.5	2.0	5.233528243675232e6
0.5	2.1	-1.6439768689051628e8
0.5	2.2	-2.9999284149121666e8
0.5	2.3	-4.068826468235245e8
0.5	2.4	-4.9210473462961197e8
0.5	2.5	-5.584129171638756e8
0.5	2.6	-6.111381872385426e8
0.5	2.7	-6.525737317882328e8
0.5	2.8	-6.864923695825882e8
0.5	2.9	-7.123700951753254e8
0.5	3.0	-7.340385047580624e8
0.5	3.1	-7.512526268273621e8
0.5	3.2	-7.649688730665264e8
0.5	3.3	-7.763315851506615e8
0.5	3.4	-7.852717393582497e8
0.5	3.5	-7.936120865010262e8
0.5	3.6	-7.996191372781849e8
0.5	3.7	-8.053399484313164e8
0.5	3.8	-8.08912645401741e8
0.5	3.9	-8.131406057007313e8
0.5	4.0	-8.166890146923542e8
0.5	4.1	-8.195264889837818e8
0.5	4.2	-8.218817258734226e8
0.5	4.3	-8.23831153193882e8
0.5	4.4	-8.251926549102821e8
0.5	4.5	-8.262472661518841e8
0.5	4.6	-8.289120003354568e8
0.5	4.7	-8.295921856085358e8
0.5	4.8	-8.296465086618557e8
0.5	4.9	-8.318453631648045e8
0.5	5.0	-8.315201729125977e8
0.5	5.1	-8.332761961954823e8
0.5	5.2	-8.343031140296192e8
0.5	5.3	-8.340680414697323e8
0.5	5.4	-8.35145089658001e8
0.5	5.5	-8.358022782262058e8
0.5	5.6	-8.34987880262352e8
0.5	5.7	-8.359040164218903e8
0.5	5.8	-8.365826863393764e8
0.5	5.9	-8.370840014540977e8
0.5	6.0	-8.374651714003582e8
0.5	6.1	-8.377630658831825e8
0.5	6.2	-8.380039502678375e8
0.5	6.3	-8.359372743559341e8
0.5	6.4	-8.38388571535469e8
0.5	6.5	-8.385501057017479e8
0.5	6.6	-8.386895524822979e8
0.5	6.7	-8.387977335323639e8
0.5	6.8	-8.388404820991879e8
0.5	6.9	-8.387147773405304e8
0.5	7.0	-8.384227525984116e8
0.5	7.1	-8.379385530096416e8
0.5	7.2	-8.372385579916611e8
0.5	7.3	-8.394858040634117e8
0.5	7.4	-8.392749337805252e8
0.5	7.5	-8.386598684254894e8
0.5	7.6	-8.376033391189384e8
0.5	7.7	-8.397711453175373e8
0.5	7.8	-8.393695059076729e8
0.5	7.9	-8.382229761849632e8
0.5	8.0	-8.399683932253685e8
0.5	8.1	-8.394682368689003e8
0.5	8.2	-8.381212708349762e8
0.5	8.3	-8.400537816274738e8
0.5	8.4	-8.392893400008183e8
0.5	8.5	-8.372527575976925e8
0.5	8.6	-8.3984456307584e8
0.5	8.7	-8.381727488239441e8
0.5	8.8	-8.401393699457054e8
0.5	8.9	-8.386929449565125e8
0.5	9.0	-8.402468521973286e8
0.5	9.1	-8.387554357530365e8
0.5	9.2	-8.402394373257732e8
0.5	9.3	-8.381223724806595e8
0.5	9.4	-8.399222547464867e8
0.5	9.5	-8.404551707829609e8
0.5	9.6	-8.390890136107082e8
0.5	9.7	-8.402297925698986e8
0.5	9.8	-8.372748523965816e8
0.5	9.9	-8.38912424352623e8
0.5	10.0	-8.397474309440632e8
0.6	0.0	7.838472588225948e9
0.6	0.1	8.379484225784735e9
0.6	0.2	8.722679033233173e9
0.6	0.3	8.880148240770895e9
0.6	0.4	8.85723205548381e9
0.6	0.5	8.666218240210445e9
0.6	0.6	8.325801970414239e9
0.6	0.7	7.858461629403617e9
0.6	0.8	7.288398482805868e9
0.6	0.9	6.635666507561079e9
0.6	1.0	5.912876451216686e9
0.6	1.1	5.130503804359457e9
0.6	1.2	4.294671640457535e9
0.6	1.3	3.4093338925221624e9
0.6	1.4	2.479344431421028e9
0.6	1.5	1.7308386176987095e9
0.6	1.6	1.1980030248551426e9
0.6	1.7	7.6895013922962e8
0.6	1.8	4.1519192781524277e8
0.6	1.9	1.2059717052845764e8
0.6	2.0	-1.226534983473854e8
0.6	2.1	-3.261903879440937e8
0.6	2.2	-4.9102592792681885e8
0.6	2.3	-6.266743651211452e8
0.6	2.4	-7.35640446460413e8
0.6	2.5	-8.228777822870865e8
0.6	2.6	-8.921928706323929e8
0.6	2.7	-9.491275587038708e8
0.6	2.8	-9.942725323992119e8
0.6	2.9	-1.0289663899609756e9
0.6	3.0	-1.0579935066816769e9
0.6	3.1	-1.0828806878682728e9
0.6	3.2	-1.1014997829455605e9
0.6	3.3	-1.1162158764783096e9
0.6	3.4	-1.129900415542677e9
0.6	3.5	-1.13874298761623e9
0.6	3.6	-1.1484778793560047e9
0.6	3.7	-1.15596621832086e9
0.6	3.8	-1.1622908789271622e9
0.6	3.9	-1.1672847792488556e9
0.6	4.0	-1.1716995535736713e9
0.6	4.1	-1.17511718196249e9
0.6	4.2	-1.1778774871503487e9
0.6	4.3	-1.1796448092667332e9
0.6	4.4	-1.1835391453096619e9
0.6	4.5	-1.1851133187791119e9
0.6	4.6	-1.1850229757370472e9
0.6	4.7	-1.1884699279176216e9
0.6	4.8	-1.1877774949409733e9
0.6	4.9	-1.1907385655371857e9
0.6	5.0	-1.1924358198428688e9
0.6	5.1	-1.1914530614850616e9
0.6	5.2	-1.1934704771776447e9
0.6	5.3	-1.194795361607956e9
0.6	5.4	-1.1955646573036118e9
0.6	5.5	-1.1936345254504318e9
0.6	5.6	-1.194979763830408e9
0.6	5.7	-1.196036985248928e9
0.6	5.8	-1.1966609845478153e9
0.6	5.9	-1.1971538660582733e9
0.6	6.0	-1.197577903679329e9
0.6	6.1	-1.197944270779478e9
0.6	6.2	-1.198011378504696e9
0.6	6.3	-1.197948771057764e9
0.6	6.4	-1.1977512989738998e9
0.6	6.5	-1.1974162795039845e9
0.6	6.6	-1.1964900321013794e9
0.6	6.7	-1.1999469194886074e9
0.6	6.8	-1.1999666285256062e9
0.6	6.9	-1.1996009105975475e9
0.6	7.0	-1.1988270293654766e9
0.6	7.1	-1.1971095604609623e9
0.6	7.2	-1.2006039136254215e9
0.6	7.3	-1.2000759858799496e9
0.6	7.4	-1.1986722553100262e9
0.6	7.5	-1.1963652583284206e9
0.6	7.6	-1.200719839338604e9
0.6	7.7	-1.199073971189333e9
0.6	7.8	-1.1958915442869492e9
0.6	7.9	-1.2006101316363945e9
0.6	8.0	-1.1983662888651676e9
0.6	8.1	-1.2013044685019646e9
0.6	8.2	-1.1999950294988995e9
0.6	8.3	-1.1961541193691654e9
0.6	8.4	-1.2005655661834946e9
0.6	8.5	-1.196919404330742e9
0.6	8.6	-1.2007502141261005e9
0.6	8.7	-1.1969409854680004e9
0.6	8.8	-1.2006862972741985e9
0.6	8.9	-1.196414237971096e9
0.6	9.0	-1.200274376286192e9
0.6	9.1	-1.2017460057525234e9
0.6	9.2	-1.198700990208355e9
0.6	9.3	-1.201200016040985e9
0.6	9.4	-1.201855923732088e9
0.6	9.5	-1.1995417624693031e9
0.6	9.6	-1.2013707698809643e9
0.6	9.7	-1.2019306626797085e9
0.6	9.8	-1.1990152420179462e9
0.6	9.9	-1.2007597216478634e9
0.6	10.0	-1.2015576898571014e9
0.7	0.0	7.551842314973569e9
0.7	0.1	8.026845460763352e9
0.7	0.2	8.338311925406789e9
0.7	0.3	8.492495729988018e9
0.7	0.4	8.49550774758096e9
0.7	0.5	8.351162783510916e9
0.7	0.6	8.065416989118212e9
0.7	0.7	7.655407159772075e9
0.7	0.8	7.13355712455463e9
0.7	0.9	6.518226472416733e9
0.7	1.0	5.819523977346527e9
0.7	1.1	5.052989389742872e9
0.7	1.2	4.225993871482362e9
0.7	1.3	3.3412011926939487e9
0.7	1.4	2.408526948977812e9
0.7	1.5	1.6497174935297995e9
0.7	1.6	1.1032983333162155e9
0.7	1.7	6.57976484575552e8
0.7	1.8	2.8306642819543076e8
0.7	1.9	-3.4532167399383545e7
0.7	2.0	-3.0455456371481705e8
0.7	2.1	-5.3346954603232384e8
0.7	2.2	-7.248362437548447e8
0.7	2.3	-8.853448356559238e8
0.7	2.4	-1.0203310775241394e9
0.7	2.5	-1.1289327100507278e9
