X0	Y0	Rel_dens
0.6	1.9	-1.221142142786251e9
0.6	2.0	-1.227311659078724e9
0.6	2.1	-1.2141131328398361e9
0.6	2.2	-1.2228978390362835e9
0.6	2.3	-1.228722893582489e9
0.6	2.4	-1.231744372618866e9
0.6	2.5	-1.2100352501212444e9
0.6	2.6	-1.218169109491602e9
0.6	2.7	-1.2242440159420986e9
0.6	2.8	-1.228218727513052e9
0.6	2.9	-1.2300403977296944e9
0.6	3.0	-1.2071577714812222e9
0.6	3.1	-1.214661698816351e9
0.6	3.2	-1.2204434538966045e9
0.6	3.3	-1.2244374507731075e9
0.6	3.4	-1.2265806188283634e9
0.6	3.5	-1.2002098371632938e9
0.6	3.6	-1.2080088061854153e9
0.6	3.7	-1.214320954589363e9
0.6	3.8	-1.2190860902051983e9
0.6	3.9	-1.2222463324315205e9
0.6	4.0	-1.2237452987252274e9
0.6	4.1	-1.1984644043631e9
0.6	4.2	-1.2057337028105621e9
0.6	4.3	-1.2116696311932602e9
0.6	4.4	-1.2162212670175705e9
0.6	4.5	-1.2193390557278728e9
0.6	4.6	-1.2209756552429562e9
0.6	4.7	-1.221112727967062e9
0.6	4.8	-1.1989395693462372e9
0.6	4.9	-1.2053382476216316e9
0.6	5.0	-1.2105512205195045e9
0.6	5.1	-1.2145384753969364e9
0.6	5.2	-1.2172615022324085e9
0.6	5.3	-1.2186839525170403e9
0.6	5.4	-1.1880516386285572e9
0.6	5.5	-1.1953098954544048e9
0.6	5.6	-1.2015734401785698e9
0.6	5.7	-1.2068092729430008e9
0.6	5.8	-1.2109854688159828e9
0.6	5.9	-1.2140717959734287e9
0.6	6.0	-1.2160393430484524e9
0.6	6.1	-1.2168602630092087e9
0.6	6.2	-1.1876151647119465e9
0.6	6.3	-1.1942672025112457e9
0.6	6.4	-1.2000470078515453e9
0.6	6.5	-1.2049286572595901e9
0.6	6.6	-1.2088868313196812e9
0.6	6.7	-1.2118980677114544e9
0.6	6.8	-1.2139394680745163e9
0.6	6.9	-1.2149895296203365e9
0.6	7.0	-1.1825199471156425e9
0.6	7.1	-1.1891512608405266e9
0.6	7.2	-1.1950334310506668e9
0.6	7.3	-1.200145938809822e9
0.6	7.4	-1.2044683861665554e9
0.6	7.5	-1.2079820084542866e9
0.6	7.6	-1.2106681115400543e9
0.6	7.7	-1.2125095275296364e9
0.6	7.8	-1.2134892647535133e9
0.6	7.9	-1.2135925145363674e9
0.6	8.0	-1.1820157035720615e9
0.6	8.1	-1.1880465162991505e9
0.6	8.2	-1.1934442845557709e9
0.6	8.3	-1.1981938922750835e9
0.6	8.4	-1.2022809314853878e9
0.6	8.5	-1.2056914536851826e9
0.6	8.6	-1.2084121029222202e9
0.6	8.7	-1.2104302825779781e9
0.6	8.8	-1.2117338468801994e9
0.6	8.9	-1.212311198091179e9
0.6	9.0	-1.1744763146202545e9
0.6	9.1	-1.180561758025383e9
0.6	9.2	-1.1861294624479237e9
0.6	9.3	-1.1911684775207443e9
0.6	9.4	-1.1956674090804062e9
0.6	9.5	-1.199615827862051e9
0.6	9.6	-1.203003568278307e9
0.6	9.7	-1.2058210526755352e9
0.6	9.8	-1.208019458638897e9
0.6	9.9	-1.2095606763426094e9
0.6	10.0	-1.2103734862930088e9
0.7	0.0	-1.6243478790288832e9
0.7	0.1	-1.5492711017364025e7
0.7	0.2	-1.2096964458735442e8
0.7	0.3	-2.5747995553052402e8
0.7	0.4	-3.821496854983258e8
0.7	0.5	-4.0666877412913346e8
0.7	0.6	-2.144078352440729e8
0.7	0.7	-2.5808585360604763e7
0.7	0.8	-2.722145908675976e8
