	0X L	0.25X L	0.5X L	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X Y 	4696	7763	6907	8382	9153	9821	10240	14732	12958	11542	10673	7780	11669	10949	8957	8691	9449
0.25X Y 	2629	6135	9841	7463	9045	7281	9291	10207	9936	10427	10064	9663	8165	8641	11745	10075	9326
0.5X Y 	3276	7462	8142	9349	10091	10480	10454	11692	11027	10445	9831	9104	8756	9461	11050	12956	12809
0.75X Y	3087	7814	8960	8941	10821	10457	10138	10193	10609	11701	11980	13373	11880	12742	13583	12985	12271
1X Y	2939	6529	8436	10370	11078	11896	11476	10011	8780	10748	12461	13221	12569	12856	11710	10686	11380
1.25X Y	2791	6439	6840	6598	8932	12341	10095	13769	12958	12668	17215	10001	13018	11852	10734	10838	9738
1.5X Y	3225	6161	8669	9304	9993	10294	18067	13303	10707	9312	9671	10536	10179	10160	9911	10302	8791
1.75X Y	2588	11815	8633	9100	9135	9733	9204	10059	8585	10722	10864	10993	10975	16683	14068	11863	11604
2X Y	2949	6628	9020	8785	9740	10059	9114	9905	17526	14048	12161	11814	12142	11587	12628	12717	13616
2.25X Y	3318	7808	8547	16788	14809	10634	10908	11765	10309	11751	12347	13537	10957	13305	13637	17391	15823
2.5X Y	3329	8221	9858	10579	12003	13049	12306	12077	12114	13819	14779	15849	13171	13065	12651	13353	14019
2.75X Y	3121	7953	9378	11001	13715	9591	10826	11164	12751	10896	10599	11085	10769	11676	12558	12487	2490
3X Y	3524	7726	9268	11593	12917	11811	13033	12081	12130	12124	12877	3185	11619	12149	11546	12733	11879
3.25X Y	3877	10032	10087	11092	11209	12685	13271	12197	11462	11807	11829	12875	12321	12742	15830	13463	12974
3.5X Y	3213	9445	10187	10700	13603	11787	10027	11970	12194	12262	11768	13110	12925	12000	11153	13177	12472
3.75X Y	3279	9281	10008	11599	12601	11754	12875	11454	13653	10243	12605	12149	13136	12002	13851	12645	11903
4X Y	3869	9032	9689	14076	12122	10811	10785	11955	10769	11515	11267	11049	10738	12682	12158	14455	9023
