	0X L	0.25X L	0.5X L	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X Y 	6	1469	969	13086	4710	2831	9147	2354	233	351	3478	866	8923	19	2343	4106	3510
0.25X Y 	21	16	56	15	31	249	23	474	1208	33	44	21	1467	12	140	7	57
0.5X Y 	11	12	8	9	17	-1	16	9	10	10	1	7	19	17	12	13	11
0.75X Y	0	3	13	13	13	8	11	7	6	4	14	14	16	13	20	15	5
1X Y	11	11	6	9	9	12	18	17	13	9	18	22	8	11	17	10	9
1.25X Y	4	16	9	11	9	8	19	18	8	19	9	11	0	8	10	10	3
1.5X Y	14	6	4	7	5	9	0	7	9	11	8	5	1	6	9	10	8
1.75X Y	5	4	6	1	7	7	8	10	11	9	6	9	7	2	17	9	11
2X Y	4	9	8	7	10	5	1	3	4	10	6	10	12	13	2	12	2
2.25X Y	14	6	12	7	14	16	11	13	9	10	7	16	10	-2	8	11	17
2.5X Y	9	4	13	8	11	7	17	12	12	9	7	12	3	15	12	14	9
2.75X Y	13	14	13	2	3	-1	5	0	-1	11	3	7	4	0	0	5	6
3X Y	-11	1	8	12	1	6	1	3	13	1	-6	7	2	7	4	6	-3
3.25X Y	-2	6	6	3	7	5	-1	-1	11	2	15	6	-1	1	-3	3	-5
3.5X Y	6	4	6	7	1	14	-1	-1	7	2	3	-7	-1	-5	0	7	-3
3.75X Y	4	10	2	6	3	3	1	3	2	1	-1	6	10	9	4	6	6
4X Y	14	7	14	4	8	5	15	12	7	7	7	13	11	12	12	2	-6
