	0X L 	0.25X L 	0.5X L 	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X F	542	1237	1187	1045	1030	971	962	1056	1158	946	865	1507	1073	673	835	826	904
0.25X F	4340	4400	5521	3434	3412	3114	5730	3885	3094	2901	3024	2483	3408	3627	3160	3025	2936
0.5X F	6278	8372	4727	4608	15649	4683	6791	6300	7220	6685	6205	4376	4625	5832	4082	4629	4764
0.75X F	8287	8347	9223	7328	14405	6181	6290	5917	11314	6106	7037	6241	6348	5697	6009	8348	4962
1X F	7539	9463	8772	13123	7108	6477	5623	9716	5135	4829	6007	5273	5874	4732	5635	11674	11240
1.25X F	8805	8337	8119	7759	6889	5586	6800	5712	5796	5812	12784	3999	2575	1411	1759	2283	2044
1.5X F	11206	2565	8675	4927	1793	1876	15286	5101	2334	3604	3548	1179	3135	3014	1288	1221	1321
1.75X F	2812	8538	5309	3899	3634	6361	3213	3047	1411	1028	2152	506	932	5600	1595	1453	1502
2X F	4702	3891	4942	3467	1671	1537	1291	1380	7672	2567	2338	1628	1678	2363	2305	1515	912
2.25X F	3199	2354	2477	8617	4432	15510	2382	3800	6993	1575	1404	1210	1127	794	1039	5878	1615
2.5X F	6354	5514	3975	3747	3266	2270	2206	1835	1380	1525	8641	2707	2563	1653	1760	1667	1784
2.75X F	5491	5164	4630	4816	4822	9045	5737	4035	7876	13487	4730	4383	7681	4767	4706	3874	8761
3X F	6822	6250	7759	8685	5930	4002	4560	3518	8068	3946	3519	12621	7211	3909	3788	3466	3577
3.25X F	7081	6119	5323	4927	5052	4352	13720	5264	4401	4445	9294	4409	4161	4551	13371	3425	3448
3.5X F	5513	15217	6300	8882	5129	5189	4512	9627	8364	10235	3930	4067	3896	10471	8129	8498	6184
3.75X F	6666	8024	7985	7093	5112	4737	4901	4142	11815	4369	9544	9318	4322	6411	3764	4005	5417
4X F	5537	5950	5663	12179	9128	4954	8989	4864	7693	8139	4892	5110	4924	3911	3971	6993	3983
