	0X L	0.25X L	0.5X L	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X Y 	6361	5472	10687	13991	20852	17343	3149	3234	12975	1744	2229	5827	4737	5988	4214	4275	7820
0.25X Y 	26094	23329	19094	16407	16107	17571	17803	37675	32885	25317	28247	24238	25010	20831	19547	15865	15641
0.5X Y 	22812	42755	59417	49840	50016	47545	40379	41779	47589	35066	32570	29440	28841	58155	60123	55002	49544
0.75X Y	35140	54102	42428	35004	40261	28517	27903	37813	62344	62647	41960	36815	34672	35322	30697	29842	31997
1X Y	29887	38132	33280	47963	57515	34074	29295	20814	24760	22348	27604	36799	30400	34132	40842	56682	61560
1.25X Y	32923	50391	37279	28769	26691	35698	44462	45958	46179	46117	57344	30299	69191	60858	55051	87408	78640
1.5X Y	158219	84618	52878	57964	47217	57149	65187	57165	61331	59213	60359	68226	63806	49227	48328	45460	48849
1.75X Y	130725	169812	61770	63949	53209	55182	58268	57063	52798	45254	46313	36005	62296	75287	48448	66361	51127
2X Y	130717	82233	70913	47928	51177	46650	47042	36689	61504	50221	48369	53028	61073	56451	55527	56021	47029
2.25X Y	60644	52661	80894	66501	48307	52785	47663	49760	50425	48402	49425	52309	37110	39758	62517	57667	49991
2.5X Y	73554	48422	49730	47575	44984	44409	47988	40222	43778	54327	54194	50975	61983	51937	54260	50814	49898
2.75X Y	42767	49055	55045	37073	52942	41252	44436	38807	32617	30490	34338	28019	26952	29129	24480	28918	34387
3X Y	57961	39819	31596	26103	31664	25334	23384	23310	23501	21454	21756	28461	42862	30991	26567	25441	22931
3.25X Y	26771	24596	21635	20871	20253	23160	28797	50150	34049	31063	26604	25352	24759	24847	20530	21033	22180
3.5X Y	23623	35941	50791	35845	30902	26641	31597	27909	23728	22938	24875	25287	23053	36366	42721	34684	29448
3.75X Y	28095	28037	25277	25989	24107	26545	26208	26402	40515	45461	40674	31095	28015	28111	25971	24547	32285
4X Y	35612	32277	36608	41640	43231	41625	41397	42700	44069	40938	42660	39836	42093	41657	40493	43551	-340
