	0X L	0.25X L	0.5X L	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X Y 	1278	10606	11893	4677	2224	992	684	251	573	-102	-334	216	1533	1573	1132	275	95
0.25X Y 	235	5663	7244	5399	4631	2559	1645	7258	5823	3600	2675	1691	1827	879	534	178	225
0.5X Y 	358	5303	13856	12013	11733	6909	6754	5063	4317	2690	1780	1234	930	604	4068	2949	2394
0.75X Y	-325	-199	42	-56	346	-223	-117	-41	-166	401	137	-95	-7	-235	569	49	-145
1X Y	56	-303	111	-67	10493	8089	5108	1006	329	1788	3293	3124	2895	2013	1703	2234	3528
1.25X Y	2318	6932	2872	1945	2509	9293	4884	5590	4981	4465	4358	17985	17614	17047	17331	15730	16101
1.5X Y	2439	12319	18859	18812	19032	19596	17709	17725	17455	17593	17039	17162	16918	15999	16496	16621	16119
1.75X Y	2770	21183	16390	18277	18282	17068	16659	17086	16927	17140	17228	16563	17232	17474	16351	16923	15999
2X Y	2663	18723	18396	17545	19007	18134	18161	18807	17621	18013	16952	17414	16667	17450	15664	15345	15602
2.25X Y	2712	12844	19920	19137	17521	17835	17620	18258	17414	16897	16178	17057	17099	16700	17088	16501	16040
2.5X Y	2323	10906	16386	18547	18550	17438	17920	17480	18152	18879	18773	17807	17651	17630	16960	16344	16822
2.75X Y	3039	12792	16101	19717	20667	13273	17756	16379	15901	15212	14989	12874	14426	11565	11826	10498	9326
3X Y	1006	18401	16367	18067	18518	17543	17380	16910	16043	14795	14143	13583	13607	14772	13079	13332	12690
3.25X Y	3803	13018	16033	17088	17608	16881	17045	16082	16687	16639	15829	15043	15588	14629	12878	12459	12279
3.5X Y	2023	12928	18630	19833	18699	18264	17091	17575	16963	15985	15183	15496	14832	13085	13366	13076	11607
3.75X Y	1737	15452	15884	17707	18256	17089	17964	16236	16623	16678	15554	15032	13613	13436	14857	11973	12320
4X Y	1503	12809	17112	19761	17432	18314	17988	17249	17072	16532	16305	14985	18246	13543	11452	12340	12245
