	0X L	0.25X L	0.5X L	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X Y 	468	21859	17004	22737	36407	12375	8512	18891	10120	11015	11909	12923	30849	13386	13191	11485	11631
0.25X Y 	12122	31549	13160	18941	14330	12841	35185	17795	12876	12011	11099	11410	10865	10030	9394	10149	9699
0.5X Y 	20084	28411	31820	21223	17507	16434	15571	15111	21304	10130	11317	10187	10078	13041	18161	31616	12458
0.75X Y	21959	28023	14488	14369	14099	14408	15766	13653	15860	34695	22658	21628	12264	10773	11408	10222	9777
1X Y	22228	21652	18088	19084	22783	22915	32988	13330	12015	11039	13900	11447	12412	22581	12923	34446	37335
1.25X Y	22399	22716	19665	23091	12187	11685	15078	12915	15331	15971	35680	40528	21378	19611	25344	19330	30330
1.5X Y	10938	12054	14361	17792	16866	21241	38799	26426	19023	18785	26793	16440	16298	14388	13690	13728	15182
1.75X Y	-11	44016	17265	24446	19773	19669	19376	18847	15581	15141	16572	16404	13785	36642	18907	18942	21415
2X Y	9773	22192	22441	19070	19580	14768	15461	14539	34580	21832	19909	17738	16829	26638	18897	19980	13165
2.25X Y	7999	12378	12886	36815	22167	17272	15457	13718	15850	18176	15528	15127	15033	15247	17754	35952	19535
2.5X Y	720	13371	13426	17810	15297	15175	15947	15720	17252	20683	38405	20722	19848	14504	15018	16067	21684
2.75X Y	537	14869	16759	21265	25170	26983	26510	30339	27482	24585	25252	24892	18905	22114	23144	22120	31452
3X Y	48306	28666	33245	22973	23245	18074	21259	19163	17522	17816	19218	25831	27928	24726	21110	17880	17961
3.25X Y	31652	21885	17836	19871	20082	15475	21493	29161	24803	20533	19740	21534	18996	21332	17043	16315	15817
3.5X Y	38403	29890	19074	17307	25948	26965	27940	29935	47447	30778	27649	27762	29040	179	29335	23784	20258
3.75X Y	609	25345	18472	22097	20576	17349	17346	20310	26209	28705	25599	21207	17253	18235	19212	18403	22830
4X Y	1243	26889	22495	22164	22624	26912	25467	24425	24976	24043	27385	25905	26712	25387	27075	265	22344
