	0X L	0.25X L	0.5X L	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X Y 	965	-341	-263	-712	-329	-353	-629	-757	-860	-1014	-799	-539	-42	-357	-365	-804	-960
0.25X Y 	3535	3814	3226	2962	2184	1103	1420	3653	3497	2970	1566	1454	2146	965	1041	947	233
0.5X Y 	9750	8523	13346	9400	8343	8848	7408	7684	7334	5841	5967	5465	4434	4188	-1008	5633	4905
0.75X Y	13502	13220	13191	-1933	9501	10089	9419	8651	9643	14799	9754	9873	10507	7758	7991	5705	4587
1X Y	10324	11466	11250	12481	18689	13366	12334	11816	10200	10873	7932	8035	10263	9858	8156	7734	19575
1.25X Y	12731	12539	11797	11198	11364	9576	9909	12300	13011	12162	12910	26452	22592	20200	16293	14826	16779
1.5X Y	22729	20719	18849	17405	17905	34274	23007	18907	17626	15118	23074	15264	15915	13846	12368	14053	12106
1.75X Y	15585	23006	17236	15856	13751	22835	25722	13194	13040	12963	12920	11776	16455	32546	17071	16056	12887
2X Y	27376	14375	25773	11878	13722	11296	12161	16518	32267	17402	19677	16992	13946	17775	14415	15830	12082
2.25X Y	21391	13753	42189	25752	18808	18006	14873	17249	13034	22858	16457	13500	15332	13742	27708	24488	22497
2.5X Y	21238	16903	15148	27425	16919	21410	20285	15119	16971	26811	25190	23296	29688	24164	25073	25199	26470
2.75X Y	22362	22927	20922	23113	24006	26305	23903	27087	23904	24134	24908	24404	24302	22855	24036	24206	24241
3X Y	33233	29463	21961	21525	28500	21695	23184	23236	23115	23628	23891	24220	22952	24011	32089	23435	22501
3.25X Y	25417	21174	19931	21490	23579	27904	24651	25298	23075	23393	24202	21766	22862	25620	23278	20695	22057
3.5X Y	26103	23361	28250	21020	22684	23138	21613	26360	24825	26462	20411	21532	23007	28598	23418	23204	22422
3.75X Y	23590	20425	23638	26592	28041	22336	23111	24806	24604	25654	23677	22932	25232	21474	24041	22591	23621
4X Y	24877	23567	24246	24347	29171	24292	23846	24657	26967	24638	25662	24563	24025	28093	23534	23213	18681
