	0X L	0.25X L	0.5X L	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X Y 	19230	20546	16220	17699	17851	16858	15586	12516	11016	8951	9283	12070	45418	9175	8673	8967	10650
0.25X Y 	23514	25107	22940	18226	19309	18905	21166	38198	17986	18302	18250	18685	19297	20495	17129	16455	15373
0.5X Y 	21275	27966	55643	22713	22238	21003	23885	35419	28977	19010	18946	21660	20671	27555	50806	24652	22433
0.75X Y	31121	25549	30465	25346	20436	18317	19246	22197	32431	47328	20655	19715	18789	22290	18614	32266	22738
1X Y	26048	26854	23021	27313	42784	17055	18253	18586	18015	29076	18143	32046	20136	22634	20340	23024	47798
1.25X Y	27538	30261	28420	24350	26379	47500	25613	25235	26506	26384	25262	44475	35338	37354	55730	46844	58437
1.5X Y	138393	78263	67739	53012	47267	55503	50765	48625	41694	44177	43752	34712	40951	46028	47563	38177	47760
1.75X Y	109370	76019	47701	42697	41426	46865	45680	38781	36456	38824	41662	33842	44384	44724	42334	43889	36949
2X Y	95294	62828	57191	42571	40975	42812	39448	47911	46628	40562	40216	40620	35900	42853	34251	38866	31863
2.25X Y	76447	45379	50796	56517	40594	41536	38825	40349	36437	41868	41064	35090	37625	39161	45998	45703	40657
2.5X Y	56844	49084	42884	44009	43964	45575	41258	39224	43760	44235	50473	50637	38279	32798	34015	39605	43014
2.75X Y	58195	54788	48976	49933	53116	40910	42273	39009	47387	38822	42694	50039	43391	14323	45710	31106	12697
3X Y	48000	45123	45047	40108	46037	40434	48759	49059	51804	44777	46184	45635	38649	40883	29892	29848	32669
3.25X Y	51284	45734	40374	38738	45535	39167	50237	40164	38499	39902	36725	45461	42583	37919	32133	31095	31574
3.5X Y	42088	52507	41934	36050	39502	42875	42767	47572	38191	41370	36628	42331	32481	34266	30991	34441	31820
3.75X Y	42398	46791	39607	40546	37699	37997	28819	35395	29653	38950	35019	34514	32352	35714	36792	34198	35613
4X Y	27094	34542	39455	39650	44936	40818	41112	38232	38608	31262	43518	31828	32149	31255	30951	33943	21139
