	0X L	0.25X L	0.5X L	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X Y 	248	3826	8493	13506	23209	8009	3322	3850	3754	3388	3203	3878	13509	3329	3100	4278	2025
0.25X Y 	-288	4117	5327	9624	11621	11367	20888	14086	11062	10554	9205	8807	8220	6819	6497	6449	4833
0.5X Y 	-45	4695	12383	13429	17771	13598	12829	11682	12373	9747	9262	8693	7860	10506	14813	18787	10056
0.75X Y	-193	3829	7616	13021	12001	12004	12125	11176	13913	20578	16817	15511	11416	10843	10448	9213	8965
1X Y	-131	3848	6720	13009	19256	15393	16148	10541	8765	9638	11385	9857	10418	11822	9934	17209	13338
1.25X Y	-229	2909	6899	11012	10287	10657	12631	10124	12624	13736	39413	31782	11591	13409	14551	13663	16478
1.5X Y	573	3550	6289	9677	15338	17200	19834	12304	12603	13499	14926	10882	11427	9221	9728	9667	10545
1.75X Y	367	9788	5493	13066	17016	15812	11578	10133	9394	10671	11441	10403	10756	21915	13135	13674	13326
2X Y	466	3250	7505	9724	14318	9899	10546	10469	19961	13744	14238	12757	13553	17248	11120	10865	9788
2.25X Y	356	2639	5578	19836	17585	12339	12018	10582	10990	11381	10534	11361	10544	12083	14593	21870	12720
2.5X Y	895	2545	3598	12858	13995	11875	11905	12465	14123	17352	27185	13968	15594	13324	12505	14167	14297
2.75X Y	866	4175	7535	16210	28915	27085	19150	20648	19385	19448	19338	19094	16493	17563	17337	18168	19304
3X Y	55	6170	7924	12723	17943	15053	17149	14769	13724	13413	13503	19507	19154	18748	17779	15538	13912
3.25X Y	188	4977	8785	12950	10914	13594	19935	20296	19259	19192	16773	17023	15637	16239	13544	13057	14302
3.5X Y	-230	7175	553	1900	26070	23483	22171	46714	3751	23677	21999	22553	22488	-681	18673	18217	20143
3.75X Y	819	7031	10342	17282	17612	18225	18301	20951	25420	20635	19647	20510	18407	18722	19101	17577	19934
4X Y	650	6983	10418	18439	57095	19595	20104	19357	19527	19849	18855	19825	21311	19482	21150	-513	14372
