	0X L 	0.25X L 	0.5X L 	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X F	3566	12628	17544	16481	16666	18887	12892	9272	12388	11452	12514	24004	17923	9954	9798	9433	8476
0.25X F	9304	13458	13683	11649	11182	10713	19360	16500	13713	13726	13701	12551	15211	14075	11680	11959	10741
0.5X F	8149	17368	16610	12044	12557	13255	11926	14725	12823	10784	10702	10327	12028	14991	14162	12741	12680
0.75X F	9597	11579	14943	11177	9318	9554	9374	8704	12292	10068	11236	11636	11598	11561	10639	10197	8990
1X F	9021	11919	12383	13823	10870	11193	11678	11468	10879	10175	10243	12205	10417	10447	9186	13625	11048
1.25X F	9614	11437	16023	11712	10073	12853	10377	10638	9825	9300	16330	36143	44732	44735	42226	41008	55513
1.5X F	26718	33180	38463	34255	30323	33238	64449	50737	33847	31179	34588	31524	27191	26438	23241	27486	27043
1.75X F	28274	65789	39599	40945	30830	31341	33889	30518	24020	26740	23957	30381	28059	62988	37789	37731	38700
2X F	28535	45913	52140	33612	27360	26115	29411	31784	61908	40543	37633	34944	33239	36695	29258	38692	24978
2.25X F	24346	29945	41383	67513	41348	35007	41255	32996	32538	26975	28979	29211	26987	30138	40354	65635	42849
2.5X F	39343	43834	39461	41433	34850	35975	34265	33150	33366	43380	71814	49799	49976	48663	55518	45193	48720
2.75X F	30490	47705	50122	54537	61395	32909	31712	43347	39947	31691	40284	31855	30338	32940	23965	22649	34864
3X F	43962	23849	23196	25341	24854	23058	26064	22324	22339	21291	25324	41153	58136	29807	26516	23339	20703
3.25X F	18481	23496	19541	24360	26115	28834	65695	52326	27330	30219	26523	21040	36440	39154	26629	24081	27720
3.5X F	17671	39030	51110	33276	32762	27745	26645	34990	30921	34928	27441	30034	31258	41477	58205	44976	34263
3.75X F	20505	29453	27902	33269	24789	28119	25213	26797	49926	61697	41331	32317	47490	31303	27685	27291	38619
4X F	20410	24364	33080	46822	69189	36558	51904	39191	64415	34454	59819	42311	40125	33983	47936	91446	15205
