	0X L 	0.25X L 	0.5X L 	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X F	2594	11401	11292	17056	17103	16404	27262	12070	15535	14156	9017	12665	11836	19234	10938	19047	7165
0.25X F	5696	8378	7607	6698	4807	6344	5074	9693	8918	8634	7622	5836	8796	7892	5515	5408	6830
0.5X F	13976	10843	18406	9423	9761	7832	8300	6989	9249	5693	6932	6317	6456	9458	16319	8322	8985
0.75X F	11728	12208	17825	13976	11726	11966	7896	13370	13849	3332	2220	2073	2251	3956	2078	3239	2753
1X F	3573	4202	3161	3453	13673	11843	13672	13934	11208	17373	16096	8105	15338	14469	18270	13143	4922
1.25X F	9429	12812	16784	12017	28981	12318	24356	9580	21105	22597	17332	2970	22061	14317	14068	14597	15807
1.5X F	20195	23282	23392	16304	16860	16829	19737	17217	13909	12722	12915	12646	18097	14865	17941	14319	13975
1.75X F	25842	18727	15637	10861	10976	13577	14813	17601	12779	16207	15117	15444	13107	12968	11704	15483	12068
2X F	14806	15324	26496	15214	21667	18073	20091	20752	15988	13174	16527	17111	12200	14884	12684	18283	13747
2.25X F	20222	17730	21016	16565	12709	13631	15866	13250	14195	15396	17183	17779	14746	16586	12289	12930	13690
2.5X F	13059	17118	13172	13956	17037	16944	15876	19330	18595	20772	18842	17830	14501	14971	16268	14557	12291
2.75X F	17115	23704	22628	21551	26553	38144	14985	29014	24566	15883	31601	14827	14494	15834	14966	15858	15667
3X F	49761	20697	24339	22830	22319	16962	27577	24310	17367	17477	14198	14266	17505	13133	12903	13449	12231
3.25X F	27530	22082	23654	19113	18082	16579	15994	19944	14552	14750	14635	16746	19689	25579	12107	12568	12917
3.5X F	27504	21310	59482	18928	19160	20623	21032	16852	14634	11892	14480	13234	14354	45768	16114	13690	13428
3.75X F	31062	29686	22501	20000	23594	15994	17863	14424	20244	17693	25809	16463	15516	13683	17207	14364	19055
4X F	34847	28186	19900	19579	32445	17786	33028	16801	18956	17018	26344	15308	16079	15073	16893	20975	1570
