	0X L 	0.25X L 	0.5X L 	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X F	937	1064	1003	687	669	866	478	605	845	836	560	588	1013	741	584	616	838
0.25X F	3731	5365	5981	4455	3002	4253	3192	2724	2809	2876	2358	2694	4063	3088	2446	2666	4391
0.5X F	6137	7661	7310	4901	4326	4177	7125	6171	6196	3752	4064	4330	4236	5434	6801	4329	4312
0.75X F	7133	6499	9549	6349	6022	5398	10214	5037	9122	5046	5147	5407	5530	8493	5517	8255	5400
1X F	6851	9965	9675	8264	7062	6825	6797	6037	4724	6037	5062	8148	4630	4222	4058	8933	3024
1.25X F	8982	8277	8004	6019	6743	11430	6165	9097	5161	4775	10126	4544	5228	4792	5060	4535	6650
1.5X F	14309	11985	10918	7927	8403	13120	14906	10802	6510	6454	5973	5993	6201	7268	9960	4516	3703
1.75X F	21893	11852	8092	6592	6762	6873	8100	10156	6081	5759	5068	4895	3968	8737	4442	4791	6779
2X F	10514	10750	17390	10496	13469	6852	6920	6655	11896	5288	6400	5875	5075	9374	7494	8746	4617
2.25X F	12778	12177	11047	12670	6700	6497	7921	6819	7455	6482	5794	4874	5998	4914	4656	7628	4473
2.5X F	9593	9788	8087	7317	9121	8008	7935	6910	5653	5411	13095	4931	6050	4735	6544	4516	4393
2.75X F	11040	10258	10814	10475	8560	11894	7771	7930	6472	3989	8059	4172	4417	3558	3438	3667	3243
3X F	6966	6286	6769	5943	7627	5721	7940	7417	6071	4187	3826	3729	5054	4658	4749	3984	3935
3.25X F	7452	6001	6080	5461	5191	4753	4558	4674	4563	4224	4406	10303	12953	8871	4131	3986	4301
3.5X F	6385	6875	8774	6139	5294	8100	8492	13090	4013	4228	3995	4275	3904	4097	3571	4179	5123
3.75X F	7889	7983	6548	8585	8724	5127	4776	4521	4762	4396	7575	6879	4697	4893	8510	4311	8389
4X F	6857	5909	7321	5710	8767	5737	7842	5049	5109	4933	7308	4392	4712	4228	3882	4066	4090
