	0X L	0.25X L	0.5X L	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X Y 	34488	28077	19986	19413	11823	12868	12882	13042	15146	12173	12188	19253	20088	18107	13070	11695	12047
0.25X Y 	20976	18925	14425	14576	13770	15725	18637	27204	21399	17942	17410	17297	17342	16067	16982	16814	18012
0.5X Y 	30255	35833	45406	29539	26525	24081	24413	20668	24603	21945	21991	17856	18695	27124	35697	31439	21074
0.75X Y	34167	35359	34729	22692	27259	19627	28522	30623	33905	41220	31393	34460	36128	27754	33218	36764	26071
1X Y	29597	29357	30856	34721	42952	36446	36768	35236	35160	38419	28241	39666	29169	29753	36073	28192	35471
1.25X Y	43803	43343	44856	39436	39732	43676	30824	39954	40268	41386	45655	35115	27358	22689	18640	17922	21179
1.5X Y	28800	17619	28240	17124	23949	31781	24915	25859	16215	16336	17419	12696	19986	19936	13041	14181	18756
1.75X Y	26397	20528	21739	17396	12921	14172	12914	11807	11947	11321	16751	11709	16636	22259	20587	13254	13115
2X Y	21966	14058	18292	13134	16937	15096	15997	19988	23850	20295	21245	22625	13964	16938	14113	13871	13574
2.25X Y	21599	21872	26554	26530	25593	28216	22872	18713	17728	19637	15031	13703	16120	17131	23802	23945	27871
2.5X Y	35803	31989	26383	31620	24516	30596	26906	22775	23331	31874	29437	24967	24281	23373	23587	22543	27621
2.75X Y	36731	34125	33619	32060	53529	24332	21477	22269	20530	21449	28076	24163	20916	27087	18552	17621	19399
3X Y	42414	33306	30360	30214	34344	24808	23416	16824	17159	22559	24042	17387	27819	25820	27555	20561	24339
3.25X Y	33347	34632	20917	22432	28167	20965	30307	30840	26698	21032	30667	27464	27434	22151	24550	23929	18422
3.5X Y	33273	39125	39286	24267	28858	25163	24276	27513	29950	22211	21058	18872	20032	26556	33671	26496	27221
3.75X Y	36332	23763	23796	21348	22842	19956	17466	20807	23627	33321	29126	29604	20264	30404	47241	19558	22523
4X Y	25650	24567	31672	38536	42066	28963	29035	29308	24275	30278	25405	22541	25515	27144	22544	43605	21092
