	0X L	0.25X L	0.5X L	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X Y 	12845	18483	16730	16901	16927	15169	13031	14626	14821	14290	12984	11630	14301	14036	12860	11757	11454
0.25X Y 	18568	19705	17319	16242	16944	18806	18177	23419	21177	19462	19437	17964	16743	15356	13080	13273	12587
0.5X Y 	18470	21231	28650	21247	21020	20576	19662	20943	21032	19496	20157	15388	17717	20316	26153	20537	19836
0.75X Y	19819	19361	22602	17603	20840	16693	18509	19951	20105	25988	20204	19601	19662	19143	19155	21354	18141
1X Y	19472	19092	19679	22404	26561	20713	23822	19572	18503	22072	18628	22531	18709	19623	20348	21385	25775
1.25X Y	21988	21326	24507	19947	21839	25038	20739	20926	21410	21830	26631	13694	11096	11132	13097	11579	11484
1.5X Y	15578	13464	13738	9941	11223	10900	17885	12161	11752	12168	10870	12067	12253	13264	9443	10497	12793
1.75X Y	10475	12759	12405	12496	12109	12656	11018	11682	11334	11019	13852	9981	10437	14445	15005	13707	14348
2X Y	14642	13678	16610	12377	13496	10871	10434	10713	15293	14183	14920	16288	13171	12926	14213	13213	12965
2.25X Y	12141	10371	11905	16334	15967	15810	13985	12483	9467	10978	12546	13963	13352	13307	12496	15922	16075
2.5X Y	16294	13838	8687	10347	12086	17243	14908	14326	13932	18450	18756	14370	16394	13452	14135	11672	15197
2.75X Y	12964	14748	14649	15072	21699	21975	17481	16501	17497	17651	18120	16680	17494	20338	17470	17387	17361
3X Y	20614	17347	16964	17517	19845	17712	17681	17743	17572	20343	20713	17442	19804	17035	17494	17395	17580
3.25X Y	19411	20398	17621	17781	17763	17267	21217	20548	17466	17442	20871	19762	20013	20436	18095	16453	16634
3.5X Y	17890	17570	20497	18625	17965	17935	18240	20913	20142	20331	17407	17446	17648	17262	19909	16748	16900
3.75X Y	18427	18162	18013	17860	20527	17504	17329	17860	17828	21740	18109	20799	17428	20003	23581	17596	17389
4X Y	17923	18084	18206	18660	23288	18860	19148	22140	15316	20599	18714	17949	18617	18434	18243	21343	14206
