	0X L 	0.25X L 	0.5X L 	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X F	1859	6651	10349	11253	7072	7553	10137	6180	9499	7724	6740	9777	12478	8588	5846	5659	4338
0.25X F	4255	8257	6802	5571	3737	6686	5524	14316	8693	8671	6108	5611	6156	4819	4536	4162	4899
0.5X F	4025	9090	17028	7799	7567	5571	6972	5159	6020	4397	4837	3879	4006	7793	16753	8723	6785
0.75X F	3327	5691	7134	5005	4731	3803	5085	4345	6297	19445	7635	5565	3975	4781	4285	6587	4734
1X F	3089	4723	5082	6402	22853	7967	6058	7838	3206	3550	4764	5363	5372	5667	6036	7555	28151
1.25X F	6522	7550	5959	6874	5003	8126	8138	8091	8364	8884	11997	22254	13961	12351	11604	11130	14589
1.5X F	14281	11060	18048	14227	8059	9270	18618	12103	12143	11342	12715	9541	16592	12850	8800	7814	9538
1.75X F	5965	20365	11082	12582	10049	16261	16313	8250	8488	9198	9688	8116	7413	19833	15036	11761	9040
2X F	10262	13119	16317	9138	8408	9311	9058	11153	15348	10885	10956	11926	10585	12709	12136	10730	8380
2.25X F	6562	9024	13975	18208	13320	9834	8699	8994	10139	11919	8823	8132	7983	10139	14236	18915	13087
2.5X F	7271	9823	10249	13088	9165	11862	8028	8521	10665	16654	26809	17621	12377	13289	13816	13670	14536
2.75X F	8250	12507	10980	13605	20986	32379	9036	13899	8582	24667	7280	6872	10776	6690	6366	6128	6033
3X F	7421	8111	11283	8562	5794	12998	4983	4438	4314	4818	4808	6545	18188	12690	7235	6097	10092
3.25X F	1963	6614	3948	4097	6022	8537	14903	11278	7022	6953	10782	8977	9850	5175	11668	4609	4975
3.5X F	1773	9703	16032	12557	6727	5930	9445	8716	8235	9532	4857	8808	4977	6795	20074	12259	10724
3.75X F	2467	5045	6080	9418	8551	5112	8876	8705	7322	26322	11441	12710	6513	5672	14001	6052	11333
4X F	2617	5536	6269	8298	39145	9574	21344	7732	14048	7916	8630	9256	9204	13726	9624	39440	29167
