	0X L 	0.25X L 	0.5X L 	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X F	-439	6994	22366	27139	16186	26494	35384	11348	29723	15707	13891	20796	20035	21266	8528	21597	20204
0.25X F	6772	9932	17254	11979	11338	29062	10846	25133	15748	14040	16254	15436	17036	14659	16718	14072	12881
0.5X F	10387	4957	15571	15296	14878	12677	17053	11752	14889	11546	12478	14642	20089	26623	21192	14525	17295
0.75X F	5502	4174	10657	11266	11548	11172	15942	15940	19978	18742	12589	11941	11222	12976	13020	11765	10944
1X F	4795	6373	13363	28171	14277	13194	13012	12612	10630	14388	11346	15254	12870	14211	16703	33298	23454
1.25X F	6413	4755	12798	15307	11338	16284	15240	16229	16424	17126	66658	35900	16027	15891	38481	14493	42968
1.5X F	9534	10277	35506	10371	36477	15301	68238	39238	12198	35583	34947	33729	11700	28378	8695	9179	9496
1.75X F	8855	33180	12439	15561	15608	13383	30225	28852	9258	8739	9465	9247	12868	64522	14941	14870	12930
2X F	9827	17137	37441	10865	24937	10731	10552	18918	62589	16000	15493	13849	13014	36966	25482	27132	9750
2.25X F	8599	7806	29253	64672	16175	15937	17886	16206	15448	38611	13064	12218	11999	13370	48111	61122	16195
2.5X F	9820	11089	11129	14367	14511	15752	15898	16423	44551	22597	63198	22544	19958	19808	22053	18689	22225
2.75X F	15491	17433	21431	23218	75479	59662	50925	56093	67983	63341	51908	53599	70367	56134	56837	58558	44185
3X F	22343	23233	57789	65786	46222	66360	59849	44830	58886	46785	50244	54482	76326	51623	48514	48259	50831
3.25X F	17361	32842	50101	53747	63983	69200	59770	72641	54821	49687	56910	61036	63874	62027	67181	49376	46993
3.5X F	17311	29512	75321	74638	51359	59590	67667	60243	61080	61783	49522	46728	50569	59607	69763	59376	47266
3.75X F	16694	28948	67497	62012	55993	49861	46605	52999	51876	60053	52955	51736	49783	51749	50868	54578	53919
4X F	15134	29705	54670	58591	74720	54886	74775	53248	56683	53903	77077	51125	48302	56527	52799	63121	16127
