	0X L 	0.25X L 	0.5X L 	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X F	4074	3333	285	174	89	232	399	175	275	175	109	117	283	6	-121	102	124
0.25X F	7350	5913	3217	1569	1152	1736	1000	1702	962	1113	773	950	1392	1248	1037	951	1002
0.5X F	16637	5194	5467	1911	1306	1231	1886	1212	1568	2117	1254	1291	1134	1102	1477	1298	930
0.75X F	18421	5441	3716	1656	1359	1364	1491	1660	1421	1720	1793	1213	1872	1691	1406	1074	1045
1X F	17012	5804	2672	1900	2474	1842	1287	1091	1878	1152	1038	1115	1117	1091	1064	935	5323
1.25X F	13457	8098	2735	2826	1914	1716	1225	1293	1200	1274	1315	1368	1950	1174	1397	1214	1155
1.5X F	16505	7221	4084	2200	4098	3556	1908	1461	1262	1288	1412	2146	1504	1845	1128	1181	886
1.75X F	30317	6736	2319	1661	1398	1516	1954	1674	1739	1293	1234	952	2558	1049	1053	1035	902
2X F	10659	8734	5547	2206	2412	1362	1662	2636	1164	1146	1163	1149	1345	2481	1086	1395	1042
2.25X F	13079	5153	5267	1836	1378	1334	1675	1338	1355	2640	1324	1156	1107	1064	1732	3297	911
2.5X F	11914	5166	2341	1604	1562	1439	1420	1358	1446	3396	5963	1132	1017	1118	1081	891	1364
2.75X F	14461	6854	2660	1652	8593	7670	2106	2005	5456	4618	4130	1604	1445	864	623	1457	4942
3X F	32641	8888	5309	1170	3160	980	605	585	613	267	280	1110	3374	2585	929	302	364
3.25X F	17658	3112	709	915	1095	642	1273	1864	1265	443	838	1893	1357	1234	4	-76	-10
3.5X F	5604	6677	2906	1854	1148	1955	1061	2468	408	271	270	20	374	4582	1443	1813	928
3.75X F	10426	9004	1342	3295	1750	691	703	931	4883	2691	648	611	855	-65	1062	562	2447
4X F	16729	6354	8404	3033	2206	1727	2658	1455	696	2140	4598	1778	1910	1596	1780	1920	446
