0.0020	0.0704	0.0542	0.1085	0.0776	0.1249	0.1385	0.1588	0.1716	0.1458	0.0723	0.2349
0.0433	0.0218	0.0817	0.0865	0.0302	0.0047	0.0258	0.0121	0.0186	0.0387	0.0361	0.0037
0.2275	0.1027	0.0015	0.1451	0.1247	0.0720	0.0856	0.0901	0.0723	0.1441	0.0856	0.1157
0.1426	0.0440	0.0732	0.0034	0.0810	0.1006	0.0964	0.0732	0.0840	0.1026	0.0665	0.1949
0.1373	0.0876	0.1133	0.0367	0.0043	0.1024	0.0931	0.1053	0.0825	0.1199	0.1198	0.2277
0.1240	0.0895	0.1225	0.0867	0.0643	0.0066	0.1128	0.0903	0.0405	0.0620	0.1217	0.1591
0.1305	0.0833	0.0828	0.0795	0.0716	0.0579	0.0061	0.0733	0.0999	0.1184	0.1037	0.1582
0.2542	0.1450	0.1103	0.0750	0.0706	0.0512	0.1117	0.0043	0.1067	0.0792	0.1236	0.3082
0.0026	0.1174	0.0891	0.0514	0.1324	0.1045	0.1003	0.0919	0.1081	0.0389	0.0438	0.0477
0.1070	0.0013	0.0767	0.1130	0.1676	0.1654	0.0838	0.1257	0.1084	0.1426	0.0952	0.0748
0.1951	0.0380	0.0006	0.0169	0.1619	0.1951	0.0957	0.0514	0.1381	0.0546	0.0298	0.0683
0.0967	0.1389	0.0961	0.0005	0.0834	0.0724	0.0662	0.0698	0.0481	0.0450	0.0976	0.0357
0.1705	0.0907	0.0536	0.0181	0.0013	0.0330	0.1141	0.0611	0.0359	0.0220	0.1096	0.1125
0.1615	0.1149	0.0642	0.0938	0.0672	0.0022	0.1108	0.0867	0.0636	0.0265	0.0639	0.1189
0.1805	0.0495	0.0875	0.0864	0.0589	0.0951		 0	0.0562	0.0486	0.0834	0.0200	0.1662
0.2807	0.0861	0.1622	0.1268	0.0507	0.1233	0.1577	0.0010	0.0671	0.0275	0.0553	0.0981
0.0060	0.1349	0.1440	0.0940	0.1022	0.1100	0.0843	0.0914	0.0672	0.0704	0.1129	0.2034
0.0858	0.0013	0.0804	0.1576	0.0832	0.0468	0.0922	0.0816	0.0587	0.0731	0.1002	0.1053
0.0717	0.0598	0.0006	0.1351	0.1191	0.0908	0.0553	0.0779	0.0474	0.0406	0.0677	0.0822
0.1385	0.0755	0.0891	0.0019	0.1097	0.0829	0.0739	0.0587	0.0549	0.0593	0.0513	0.0640
0.0747	0.0557	0.1566	0.0676	0.0025	0.0774	0.0785	0.0872	0.0460	0.0639	0.0866	0.0340
0.2480	0.0398	0.0668	0.0997	0.0538	0.0010	0.0849	0.0815	0.0990	0.1124	0.0334	0.1822
0.1377	0.0630	0.0758	0.0800	0.1132	0.0717	0.0043	0.0759	0.1113	0.0625	0.0698	0.2103
0.1017	0.0806	0.1032	0.0635	0.1138	0.0530	0.0561	0.0026	0.0569	0.0941	0.1229	0.1954
0.0062	0.1238	0.1490	0.1233	0.0673	0.0247	0.0135	0.0534	0.0398	0.0347	0.0153	0.0596
0.1449	0.0024	0.0469	0.0724	0.0385	0.0683	0.0867	0.0432	0.0246	0.0192	0.0299	0.0725
0.0932	0.0577	0.0054	0.0551	0.0638	0.1070	0.1065	0.1129	0.0807	0.0573	0.0607	0.0544
0.1959	0.0519	0.0836	0.0088	0.0488	0.0435	0.0595	0.0478	0.0554	0.0939	0.0361	0.1072
0.2317	0.0533	0.1321	0.0746	0.0027	0.0935	0.0871	0.0690	0.0725	0.0546	0.0434	0.1197
0.2341	0.0803	0.0797	0.0839	0.0275	0.0059	0.0854	0.1457	0.1302	0.0512	0.0418	0.1758
0.3654	0.0464	0.0690	0.0746	0.1268	0.1434	0.0071	0.0448	0.1053	0.1502	0.0560	0.0945
0.2147	0.1238	0.0740	0.0942	0.0540	0.0537	0.0615	0.0032	0.1174	0.0142	0.0516	0.0518
0.0037	0.1129	0.0865	0.1007	0.1533	0.1390	0.2152	0.1583	0.0856	0.0612	0.0884	0.1183
0.0304	0.0033	0.0560	0.1354	0.0968	0.0945	0.0796	0.0611	0.1209	0.0553	0.0559	0.1623
0.0545	0.0874	0.0021	0.0931	0.1035	0.1247	0.1245	0.1318	0.0844	0.0776	0.1898	0.1401
0.1459	0.1030	0.0523	0.0651	0.1161	0.0865	0.1178	0.1318	0.1326	0.1209	0.0615	0.0010
0.0026	0.0012	0.0013	0.0005	0.0005	0.0019	0.0006	0.0010	0.0010	0.0022	0.0010	0.0034
0.0013	0.0026	0.0153	0.0008	0.0042	0.0006	0.0014	0.0006	0.0015	0.0008	0.0053	0.0010
0.0049	0.0021	0.0028	0.0006	0.0005	0.0024	0.0008	0.0022	0.0105	0.0008	0.0082	0.0026
0.0010	0.0014	0.0010	0.0010	0.0032	0.0062	0.0026	0.0037	0.0031	0.0130	0.0006	0.0037
