0.084	0.517	0.504	0.608	0.621	0.657	0.520	0.515	0.634	0.778	0.593	0.657
0.645	0.919	0.921	0.964	0.953	0.950	0.950	0.970	0.940	0.953	0.826	0.086
0.623	0.529	0.081	0.535	0.511	0.474	0.468	0.501	0.493	0.476	0.507	0.502
0.621	0.528	0.534	0.086	0.505	0.488	0.471	0.532	0.520	0.470	0.528	0.531
0.566	0.565	0.482	0.509	0.087	0.632	0.539	0.511	0.635	0.514	0.518	0.533
0.590	0.490	0.483	0.487	0.656	0.079	0.472	0.494	0.508	0.526	0.546	0.563
0.638	0.473	0.504	0.496	0.507	0.669	0.089	0.515	0.642	0.494	0.529	0.514
0.622	0.531	0.458	0.543	0.532	0.520	0.526	0.081	0.530	0.689	0.511	0.488
0.082	0.331	0.349	0.443	0.434	0.329	0.347	0.395	0.361	0.412	0.400	0.309
0.458	0.081	0.579	0.603	0.523	0.521	0.509	0.511	0.545	0.448	0.522	0.470
0.487	0.579	0.078	0.508	0.567	0.514	0.487	0.421	0.442	0.494	0.476	0.400
0.314	0.528	0.432	0.079	0.590	0.576	0.554	0.430	0.503	0.496	0.587	0.390
0.348	0.509	0.515	0.556	0.078	0.547	0.551	0.482	0.573	0.505	0.550	0.299
0.524	0.492	0.519	0.502	0.559	0.077	0.547	0.514	0.519	0.512	0.553	0.201
0.485	0.640	0.434	0.454	0.471	0.488	0.078	0.419	0.401	0.326	0.463	0.130
0.697	0.612	0.517	0.598	0.494	0.508	0.554	0.079	0.424	0.438	0.484	0.364
0.085	0.774	0.753	0.675	0.707	0.744	0.665	0.691	0.644	0.592	0.546	0.544
0.389	0.082	0.624	0.702	0.666	0.548	0.685	0.638	0.603	0.621	0.655	0.558
0.464	0.518	0.083	0.711	0.712	0.625	0.611	0.583	0.530	0.527	0.592	0.537
0.272	0.440	0.618	0.083	0.702	0.699	0.606	0.622	0.583	0.579	0.610	0.527
0.392	0.518	0.829	0.630	0.080	0.675	0.644	0.659	0.572	0.638	0.686	0.516
0.122	0.589	0.615	0.688	0.606	0.080	0.676	0.650	0.658	0.699	0.518	0.519
0.248	0.585	0.649	0.656	0.743	0.643	0.089	0.663	0.723	0.620	0.600	0.631
0.370	0.621	0.669	0.548	0.691	0.414	0.567	0.084	0.484	0.659	0.713	0.562
0.078	0.339	0.290	0.547	0.614	0.634	0.584	0.500	0.540	0.539	0.548	0.407
0.545	0.079	0.498	0.558	0.557	0.626	0.551	0.545	0.534	0.562	0.563	0.458
0.433	0.456	0.078	0.393	0.373	0.371	0.327	0.300	0.340	0.432	0.461	0.462
0.441	0.479	0.453	0.078	0.486	0.521	0.404	0.501	0.559	0.538	0.526	0.397
0.459	0.534	0.451	0.569	0.078	0.470	0.397	0.438	0.401	0.510	0.494	0.336
0.537	0.589	0.532	0.501	0.461	0.089	0.338	0.323	0.387	0.538	0.514	0.104
0.988	0.499	0.446	0.428	0.332	0.319	0.079	0.325	0.341	0.377	0.435	0.211
0.542	0.616	0.613	0.515	0.626	0.560	0.512	0.079	0.323	0.530	0.551	0.253
0.079	0.644	0.480	0.450	0.743	0.758	0.367	0.499	0.654	0.596	0.418	0.457
0.524	0.079	0.542	0.516	0.518	0.495	0.508	0.619	0.458	0.461	0.517	0.472
0.539	0.601	0.080	0.550	0.595	0.596	0.505	0.498	0.548	0.505	0.385	0.304
0.343	0.549	0.640	0.635	0.616	0.656	0.636	0.705	0.699	0.831	0.623	0.080
0.081	0.078	0.079	0.079	0.080	0.081	0.079	0.077	0.078	0.078	0.079	0.080
0.080	0.077	0.077	0.077	0.078	0.078	0.077	0.078	0.079	0.077	0.079	0.078
0.078	0.082	0.078	0.078	0.078	0.082	0.078	0.082	0.099	0.079	0.094	0.078
0.079	0.082	0.079	0.078	0.085	0.092	0.083	0.079	0.085	0.105	0.078	0.081
