0.080	0.379	0.598	0.541	0.510	0.448	0.396	0.439	0.450	0.537	0.455	0.587
0.718	0.925	0.798	0.968	0.943	0.947	0.949	0.942	0.969	0.952	0.799	0.080
0.124	0.404	0.079	0.604	0.532	0.595	0.543	0.614	0.567	0.634	0.529	0.426
0.414	0.590	0.623	0.079	0.662	0.651	0.599	0.528	0.489	0.632	0.449	0.469
0.374	0.415	0.531	0.487	0.078	0.431	0.528	0.467	0.606	0.596	0.450	0.576
0.485	0.633	0.764	0.696	0.507	0.078	0.429	0.639	0.585	0.646	0.647	0.560
0.448	0.569	0.556	0.481	0.514	0.561	0.079	0.607	0.633	0.574	0.686	0.782
0.239	0.503	0.679	0.543	0.492	0.532	0.721	0.079	0.726	0.659	0.735	0.936
0.078	0.596	0.510	0.550	0.683	0.560	0.573	0.545	0.536	0.495	0.368	0.405
0.570	0.079	0.558	0.469	0.803	0.793	0.593	0.784	0.741	0.732	0.631	0.491
0.566	0.672	0.079	0.477	0.769	0.843	0.665	0.501	0.619	0.625	0.516	0.450
0.370	0.740	0.651	0.079	0.660	0.621	0.477	0.452	0.490	0.575	0.724	0.444
0.453	0.729	0.554	0.579	0.077	0.485	0.572	0.627	0.593	0.512	0.693	0.407
0.451	0.747	0.647	0.642	0.652	0.076	0.675	0.691	0.664	0.497	0.623	0.471
0.321	0.558	0.624	0.492	0.537	0.600	0.078	0.538	0.497	0.523	0.433	0.461
0.133	0.766	0.781	0.738	0.557	0.634	0.549	0.078	0.566	0.416	0.458	0.600
0.083	0.522	0.511	0.505	0.502	0.540	0.506	0.488	0.498	0.527	0.390	0.112
0.528	0.081	0.482	0.478	0.509	0.501	0.506	0.474	0.485	0.479	0.431	0.369
0.459	0.454	0.082	0.458	0.455	0.458	0.499	0.448	0.498	0.483	0.468	0.458
0.443	0.421	0.458	0.079	0.479	0.601	0.452	0.537	0.462	0.505	0.516	0.461
0.513	0.514	0.499	0.485	0.084	0.545	0.504	0.473	0.483	0.508	0.510	0.437
0.505	0.517	0.511	0.470	0.538	0.081	0.509	0.489	0.440	0.476	0.450	0.517
0.478	0.502	0.516	0.489	0.512	0.513	0.081	0.500	0.482	0.503	0.468	0.544
0.507	0.464	0.453	0.425	0.438	0.474	0.455	0.086	0.434	0.444	0.475	0.428
0.081	0.460	0.488	0.409	0.534	0.576	0.588	0.589	0.569	0.601	0.554	0.467
0.474	0.078	0.554	0.564	0.579	0.492	0.529	0.554	0.539	0.562	0.528	0.504
0.235	0.455	0.089	0.369	0.472	0.451	0.498	0.565	0.505	0.493	0.453	0.526
0.515	0.602	0.459	0.097	0.434	0.512	0.503	0.460	0.550	0.514	0.614	0.639
0.563	0.651	0.503	0.675	0.079	0.398	0.426	0.421	0.535	0.595	0.536	0.547
0.461	0.539	0.512	0.434	0.513	0.077	0.527	0.495	0.644	0.424	0.579	0.307
0.464	0.473	0.551	0.581	0.389	0.497	0.093	0.380	0.544	0.356	0.470	0.313
0.498	0.456	0.549	0.685	0.537	0.558	0.538	0.079	0.580	0.516	0.561	0.350
0.080	0.453	0.579	0.599	0.539	0.660	0.602	0.651	0.622	0.515	0.604	0.321
0.539	0.086	0.602	0.656	0.562	0.686	0.599	0.623	0.514	0.524	0.529	0.301
0.558	0.640	0.080	0.645	0.600	0.708	0.599	0.645	0.570	0.550	0.471	0.461
0.490	0.547	0.614	0.636	0.637	0.628	0.657	0.615	0.634	0.637	0.690	0.080
0.079	0.080	0.079	0.079	0.079	0.079	0.079	0.079	0.079	0.079	0.080	0.081
0.078	0.079	0.078	0.078	0.086	0.078	0.078	0.078	0.079	0.078	0.077	0.079
0.088	0.078	0.084	0.079	0.079	0.077	0.079	0.079	0.079	0.078	0.078	0.079
0.079	0.079	0.080	0.080	0.079	0.081	0.084	0.086	0.080	0.080	0.079	0.087
