	0X L 	0.25X L 	0.5X L 	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X F	2916	38329	58032	71953	65660	84520	93177	54950	85057	75108	41770	43658	49303	42285	42753	60546	80728
0.25X F	35144	40289	64713	71965	49194	80109	63623	57988	56554	53344	57582	63280	63448	58993	61513	53962	76499
0.5X F	42991	58157	54307	58068	47235	50591	62953	53491	67489	61470	47352	53628	53136	64069	53427	43700	50758
0.75X F	27407	52901	62558	59433	54858	45096	48902	50659	63773	48101	46613	48791	51501	59519	48873	62014	46309
1X F	27505	29106	54840	72409	55739	51017	55639	53033	57006	57248	51179	57772	52425	51874	53609	64533	72390
1.25X F	28611	22740	53225	62288	58788	71733	53273	61842	55295	54966	70253	54149	49224	51084	56785	58029	73717
1.5X F	21677	27251	68026	65494	54746	47564	66655	54657	50395	50491	61317	49732	65055	61459	64078	47816	64226
1.75X F	13294	39574	48965	55859	47054	58825	64866	57568	50181	49022	58608	49385	48653	65606	56583	51012	50811
2X F	21540	32683	59119	58051	49428	54873	50382	50850	62798	48578	48384	52359	55131	59679	51822	53956	50485
2.25X F	20076	32051	48940	62934	44104	45799	56430	57785	57612	58860	51751	49750	47319	48548	58288	49728	45809
2.5X F	20315	26058	67695	60267	44280	61422	49307	49888	50802	50052	27593	43318	46808	46055	46328	50138	60067
2.75X F	17796	26947	48371	50355	49267	56200	15164	14719	14420	34929	11119	12626	16826	14636	10471	12296	54249
3X F	7766	3201	11187	11345	12741	21159	11596	11477	13439	10556	8827	15694	31566	11857	12848	10529	13722
3.25X F	1306	3156	7703	9194	10597	9890	11669	34771	11954	11320	15184	11768	13351	11405	18475	8089	6932
3.5X F	1400	4032	29222	20699	10564	10730	13096	13885	11846	10718	8404	10588	8642	16939	39305	16161	12461
3.75X F	1102	3504	11298	9455	8079	9275	7630	9006	10827	60882	16139	13591	9637	9623	9469	9914	9580
4X F	1282	3421	9193	11010	64564	22112	19677	15444	16539	15441	14340	14886	13187	15507	14903	21244	17565
