	0X L 	0.25X L 	0.5X L 	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X F	25677	62816	64423	65488	63756	63129	84125	52328	75888	67738	55621	51493	75272	53230	40857	47299	52255
0.25X F	40018	67637	67426	67864	51294	68687	53542	69418	50665	60726	50964	51239	60726	57341	50843	52545	60080
0.5X F	41484	52084	77025	57512	48265	49013	54537	51955	56816	59068	46900	49644	48222	48842	67506	55811	46946
0.75X F	40185	48393	56257	49759	42918	43964	49605	46412	47294	62108	54618	46161	55718	57827	56389	47375	44167
1X F	44821	56341	62358	53450	60520	53715	47253	47122	54533	46852	46372	49329	48945	47309	50023	46695	61073
1.25X F	43216	57624	63860	59571	49580	52657	47805	47495	48103	49019	51224	54992	54530	48526	46163	47332	53537
1.5X F	44545	52894	64916	56753	61556	27652	58349	54179	52528	44945	46575	55674	46394	54568	44651	45547	43872
1.75X F	46274	52815	58921	54581	45681	47728	51626	55267	50851	45172	44456	44129	69536	46987	45506	46259	44599
2X F	42974	77846	73989	60856	55455	45588	54156	67906	47869	48188	45848	51992	51302	71309	50906	58549	49029
2.25X F	44253	64690	75867	52496	47488	46061	50362	50959	53878	66167	51284	50886	51652	51225	68272	48742	44922
2.5X F	44990	62180	68362	53861	51926	53916	51986	53185	50056	68531	50367	42715	47172	51085	51906	47924	59500
2.75X F	41141	63364	70057	63457	67520	83673	33041	35826	93108	90213	87092	28363	24986	20820	20420	27031	43370
3X F	62599	24294	31109	15402	62469	15307	13205	14372	16861	11308	11628	19552	98208	66195	24237	15327	20102
3.25X F	33102	14342	10788	13424	11392	12027	17820	35373	26249	18625	16083	54917	42299	44561	11031	10754	10156
3.5X F	7239	17949	30871	21034	17258	42445	18974	54396	14094	12313	12049	11199	12513	93430	37744	59235	24848
3.75X F	11573	48631	11941	45685	39709	15033	17163	18178	91929	90542	20251	18072	30131	8946	36586	17024	66202
4X F	18367	21194	52719	27910	36857	24989	49643	35787	15332	43164	101449	36091	39322	36476	35950	39675	15866
