	0X L 	0.25X L 	0.5X L 	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X F	372	16122	25017	15914	13006	25598	21709	10433	11471	8752	10341	13644	13649	15474	12266	10924	16655
0.25X F	19709	18539	24501	14986	11886	14539	16765	38174	21304	19313	21060	22034	21471	24745	24504	17309	16313
0.5X F	16624	19362	43273	21542	20989	23534	29724	22184	29979	24034	17333	17730	15970	23693	30186	20547	19275
0.75X F	25361	28448	42334	27946	28749	19239	15335	16730	26263	28106	20924	18772	18138	21044	21295	23581	20566
1X F	21701	22433	24165	31715	50902	22862	17363	17987	17688	22527	18548	21972	17192	19161	18720	30426	9413
1.25X F	28807	24260	28673	32524	25586	28473	21673	21501	22444	22430	30519	1511	18112	15574	16554	23638	11917
1.5X F	15194	18358	15226	17406	21147	21492	30189	18719	24299	19344	14280	12519	13931	11340	13911	13304	16967
1.75X F	19266	31230	18581	17578	16145	16136	15745	13304	12495	13304	13090	16894	19287	25792	15739	15893	14721
2X F	16053	16316	14053	22587	13694	15271	15924	17524	23965	23140	17622	16673	15973	14837	14373	16118	13683
2.25X F	17586	15221	20626	20498	16580	17931	16427	16537	15697	14254	15121	15178	15303	14309	17350	21638	15382
2.5X F	20729	17176	16420	16347	14272	16625	14598	15787	16303	15492	34183	13787	14155	13638	15162	15023	12735
2.75X F	16410	17642	15671	16351	20510	14857	7050	5553	7482	7398	7039	10858	6848	9620	8051	6312	5166
3X F	15237	10658	9773	8578	12022	9583	11739	10975	9520	5621	9544	6377	10356	6256	7718	8795	8362
3.25X F	11800	10522	8409	7321	7030	6663	7201	8305	6251	8061	6759	8816	8528	10530	8091	8527	9150
3.5X F	8356	9226	9573	7160	5909	6015	5631	6758	5788	6089	6816	6651	5524	7976	8738	4985	5092
3.75X F	6815	7212	7177	5875	6096	7843	5489	6438	7825	9326	5371	6296	7714	7885	7163	5598	6978
4X F	7400	7062	6486	12143	10180	7136	6558	6474	6454	5538	6827	5336	6424	4881	6673	15114	9498
