	0X L 	0.25X L 	0.5X L 	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X F	824	2868	2135	2471	1241	1821	1165	1140	1211	1709	719	1994	1838	2112	723	871	911
0.25X F	14267	13850	13498	14962	12543	14108	14161	25389	17039	14486	13672	12486	14299	14244	13261	11892	11825
0.5X F	13839	20104	27688	16792	16002	14670	17860	18175	20747	15615	14496	12342	13155	17774	21001	16787	15683
0.75X F	14407	12628	20785	14454	13050	11104	11033	11691	17424	19729	15309	14195	12786	12901	13199	12868	10975
1X F	11901	10817	11254	16408	25169	14658	14356	16290	18095	18696	12180	12139	11804	11923	12457	15403	13077
1.25X F	16517	15987	15579	16193	15921	18072	16026	15032	15561	15412	15595	1512	15606	15687	15211	14469	14252
1.5X F	14524	17036	14707	15155	15364	19580	18983	15603	17526	16912	15935	16034	14904	12455	12866	14293	14744
1.75X F	15156	21460	15916	17024	15496	15253	15208	15188	13370	14290	13948	15924	16120	16702	16022	15626	15375
2X F	15315	15300	14713	17835	14261	15601	15727	16000	17689	17578	16422	15749	15618	13933	14725	16342	14965
2.25X F	15906	14694	17516	18182	16418	17214	15734	15070	15468	15474	15134	14876	15249	15399	16072	16441	16548
2.5X F	17489	15578	14998	14826	16152	15995	15799	15933	16230	16561	17516	16363	16563	16499	16066	15828	16179
2.75X F	15710	15403	16177	16343	17512	9722	4970	5076	4801	5136	5813	6737	4981	6406	4437	5710	8913
3X F	11664	4731	3818	3328	5151	5028	6700	5607	5472	4825	8498	6070	6320	5734	5179	3789	4494
3.25X F	5639	4984	5050	4386	5050	6452	7492	7721	6029	6487	3750	4239	3776	3365	3366	3861	4065
3.5X F	3346	5722	8684	5352	3714	3057	3131	3558	3130	3042	3177	3635	3381	5041	7272	4535	3927
3.75X F	2346	2317	2161	2293	2438	5695	3764	4416	6207	7982	5397	3626	3342	3633	3010	3418	3094
4X F	3526	4547	5955	5398	7759	6419	5350	4539	4737	4150	4246	4097	4396	6226	8767	8611	15245
