	0X L 	0.25X L 	0.5X L 	0.75X L	1X L	1.25X L	1.5X L	1.75X L	2X L	2.25X L	2.5X L	2.75X L	3X L	3.25X L	3.5X L	3.75X L	4X L
0X F	1815	15069	23211	34814	27581	30228	33831	25627	31184	27425	25345	24902	24021	21822	19672	19294	22767
0.25X F	3537	18747	33697	47068	23752	37430	24531	23678	24089	23055	23327	23944	29697	26863	32431	23873	29680
0.5X F	3179	14488	21795	21506	22422	22103	31118	29123	35438	30492	22945	22845	22730	23243	22265	20796	21904
0.75X F	4145	15707	34877	23538	24408	22039	21424	22381	30234	22120	21573	22126	22967	24414	21014	27778	20616
1X F	4014	12156	19881	21885	22209	21503	27665	22090	30149	20524	20525	20485	21416	20974	21443	22815	35969
1.25X F	4338	12313	19085	21653	22832	29106	21888	23314	22035	22380	22743	38238	25578	23174	36104	36408	38003
1.5X F	2651	13793	31468	38000	21665	36361	38336	23161	22633	22232	36530	22136	36943	31409	31298	17093	27976
1.75X F	2300	21672	22301	22517	22454	35388	37166	34714	19178	19577	30885	18431	22808	38094	36556	23476	22813
2X F	3883	19128	32705	31301	23069	28358	19205	23344	37943	23077	23986	34519	33606	35648	33652	32405	29071
2.25X F	2099	13735	21902	39264	22310	22971	37171	35398	35168	35977	23454	23552	21123	22631	38053	36803	22745
2.5X F	3323	13829	25020	36591	21464	36088	22267	22534	23928	24122	42340	24117	24316	22945	23835	24322	36253
2.75X F	3059	17684	20975	24261	25688	55141	24711	28247	26801	47010	25106	27136	26582	27707	25549	27003	59475
3X F	4475	13017	29415	24995	23977	31276	26127	25206	23751	24082	22343	25373	49678	27178	28055	23642	27815
3.25X F	2640	13036	19837	25629	23575	23588	26019	56385	25523	27614	29693	25475	27935	26331	45292	25547	22492
3.5X F	2474	14066	45082	47941	25789	28893	29239	27853	26506	23483	25851	24025	27289	44570	55112	30449	31204
3.75X F	3264	14408	21458	26762	22715	25779	24048	26583	30124	58781	28843	28793	25890	25199	26036	28561	26884
4X F	3727	16698	29307	33862	75232	27809	30626	38655	37271	34932	35206	35684	36559	35236	35524	48476	37565
